text	labels
$bidu is in the crosshairs of the ip theft target and $baba as well. $tcehy can weather the storm but will be hit too baba and baidu will go down each another 30% before bottoming tencent down 20% before bottoming .	0
$baba very bearish set up here. buying june 21st puts $135 strikes.	0
$goog get out...get out... why you still here .... get outttttt	0
$amzn $ge $ba $tsla $goog url	0
$goog dump this trash they just started censoring across the board at youtube. thousands of channels deleted and people losing their livelihood. fascist.	0
"$goog youtube to delete thousands of video channels promoting free speech...errr.. i mean ""hate speech""... they just jumped the shark."	0
$goog rewarded for fascist censorship. all about the ads and ads want milk toast boring msm. short term gain long term pain. anti-trust.	0
$goog government on their arse for the next two years. they will be broken up and heavily fined. bad actors.	0
$goog why doesn t anybody want this	0
$goog url bullish on brave switch to the brave browser $bat.x	0
$goog wtf happened with this sh t	0
$pfe yikes	0
update 4 $pfe jun-07 41 puts up 30%. since alerted on: may 28. peak 110%	0
$sbux does anyone know the exact time and date that they will lower guidance i saw a report of friday	0
$sbux as if rate cuts occur when economy is doing good....both us and china slowing down....this is pure craziness.	0
$sbux $mcd $yum these three will be victims eventually. give it one month $spy	0
$sbux made another small high. shorting. this. again lol	0
$sbux i was a day early to mention this breaking 80s... rally or play around 77s-79s to next week. watch for market movemen	0
$sbux shorting	0
$sbux time to short	0
$sbux burning a hole in my portfolio	0
$sbux url	0
$sbux url	0
$sbux	0
$sbux wait for it. wait for it.	0
$bynd god i hope this is a $stmp kinda er lol	0
$tsla after all that s happened factually traders aren t going to trust musk as far as they can sell. reminds me of bad boys behavior buying a whore they ll just exit fast after any news good or bad	0
$tsla	0
$tsla whompy wheels. tires coming off. recall coming url	0
$tsla numbers are not good enough. this company used to get the benefit of the doubt as a growth company but not anymore. after these numbers are digested the rip will fade.	0
$tsla flat by eod. picking up itm puts today. hopefully it doesn t fade before the bell but looks like it s already losing steam. those demand numbers still stink lol	0
$tsla the chickens will come home to roost here. bulls back at it with the delusions of grandeur. 16 years no profit. 15 billion debt. terrible bond agreements. banks will want their money and tesla won t have it.	0
$tsla wait until chatter gets flushed.	0
$tsla what a poor performing stock... back to 176 like a few days ago will be very lucky to hold 2 today if that....	0
$tsla borrowed to the hilt back below 200 today. nothing has changed but today s hype...lol	0
$tsla not a fan	0
$tsla vw is building the charging stations d.a s not tesla lol	0
$tsla url tesla s director don t believe in this stock ... check it out .	0
$tsla bulls yelling fuck the bears it s profit taking over the last 6 months	0
$tsla url	0
$tsla vw news should never have bled over into tsla. only the dumb and lost read it and still take it as news on a tsla site... lol btw that is when tsla was walked up for no reason. coming back down you can bet on it ...	0
$tsla i m all for millennials needing self driving cars. the idiots can t drive anyway. $tsla s and millennials is a perfect match	0
$tsla 180 puts are cheap right now	0
$tsla vw news should never have bled over into tsla. only the dumb and lost read it and still take it as news on a tsla site... lol btw that is when tsla was walked up for no reason. coming back down you can bet on it ..	0
$tsla blog post pump from a bull.	0
$tsla bag holders are very desperate. they will lose it all soon.	0
$tsla whoop whoop 🙌	0
$tsla getting ready to dump below vwap get ready for it and sell sell sell... won t be pretty	0
$tsla cult freak leader	0
$tsla like i said if she breaks 201.50 look out belowwwwwwwwwwww....	0
this $tsla board wins the pumper and dumper award	0
$tsla not bad for a days work	0
$tsla gonna go down twice as hard trust me	0
$tsla watch this drop all afternoon then drastically premarket to close the week lol. leaked bs crap it s to funny...	0
$tsla timber	0
$tsla	0
$tsla you know its going under 200 again....	0
$tsla is reminiscent of enron in so many respects dumb robinhood retail have not experienced a bubble stock going all the way to zero they ll have that experience soon	0
$tsla i think we close at 203 today. open at 199 tomorrow	0
$tsla knife fall from 211 to 199 today... lol	0
$aapl futures dropping fast	0
$spy $aapl $ba $cat $uvxy 😂 they re rubbing it in our faces. zero chance a deal gets done at g-20	0
$aapl url	0
$aapl $amzn $googl $tsla $fb just wait til tomorrow u bagtard bozos. this call will prove to be 100% spot on:	0
$aapl i smell blood	0
$aapl futures red by morning	0
$aapl currently 189.62 in frankfurt......down compared to market 😆😆😆	0
$aapl 180 before 200 jmho--	0
$aapl i am not feeling too much optimistic...tariff deals are not done yet. trap is right here..be careful we may see $172 today.	0
$aapl people it s up 1% lol august this will be in the 150 s	0
$aapl url	0
$aapl i will buy more at $172. this is fake spike.	0
$aapl this is up because of an agreement with mexico lol 😂 it s china	0
$aapl $msft big drops coming when people realize tarrifs will increase on china and trade war continues 🚁 this is the time to raise cash 💰 and or go short . $amzn	0
$aapl topping	0
$aapl it s going down	0
$aapl will be 100 when er is in. marketshare down to single digits	0
$aapl so when the fed doesnt cute rates are the bulls ready for premium ass raping	0
$aapl $182 before $200	0
$aapl - shorted to 190$	0
$aapl lol shorted 194 weeeeeeeeeeeeeeeeeeeee	0
$aapl recovered the confidence from mexico	0
$spy $amzn $aapl $djia $uwt article released stating that bulls have turned bears and trump will most likely ruin opec s plan by striking a nuclear deal with iran and the oil can build upto 2.5 million barrels from 1.5 every week url	0
$aapl bloody gonna crash in next er	0
$aapl tim apple you brilliant son of a bitch. a 1000 stand for a fucking monitor. and this goes up like 10% in a week	0
$aapl feeling not good.	0
$aapl tim apple came out of the closet thats why its dropping	0
$aapl 185 puts 8 16 are gonna make me part of the .01% club	0
$aapl fresh trapped longs	0
$aapl $amzn $googl $tsla $fb lol this is so overbought. all a setup to collapse the whole sh t right on the heads of you bull bagtards. dumpathon coming	0
$aapl wow this went way high on nothing	0
$msft will be like $aapl in a year. nothing saves this inflated pig.1 trillion valuation hahahahaaaa	0
$aapl 2 sweeps coming in 2.4m bets on oct 180p	0
$aapl url	0
$aapl oh yah. lets go all the way back to 170	0
$aapl red close i bet	0
$aapl loooonnnggggggg way down.	0
$aapl news will be praise lard a77 while it twshizts from its golden throne and you holding the toilet paper.	0
$aapl	0
$aapl uh oh	0
$bkng sold to break even. $aapl $fb triple top	0
$aapl time to dump	0
$aapl red close possible	0
$aapl gonna double money on puts here	0
$aapl i have an apple. i have a put..... apple put. i have an apple... i have a put..... apple put. put apple apple put put apple put	0
$aapl shorting heavy into the close	0
$aapl a lot of snowflakes in here folks. find a safe room and go cry	0
$aapl chose one ☝️	0
$aapl 20 points in a week on what news exactly	0
$aapl it will end under 192	0
$aapl i see some bad news on this tomorrow	0
$aapl 😆😆😆	0
$aapl bring the lube tomorrow bulls	0
$aapl cya at 189 s tomorrow	0
$aapl trash	0
$aapl dead cat bounce plus rate cut market pump is why this came up. i don t trust it will continue.	0
$aapl this is headed back to 140 s easy	0
$aapl futures falling rapidly	0
$aapl lmao	0
$aapl should be a nice red day tmrw	0
$aapl futures gonna take a huge dump in 4 mins	0
$aapl it s bad futures are up	0
update 1 $aapl jun-14 182.5 puts down -94%. since alerted on: jun 05.	0
$aapl no valuation here	0
$aapl i ve said it before and i ll say it again. short sellers are future buyers. you can t get a good crash until you squeeze enough of them out. once they re gone there s nobody left to buy the market when it gets going downhill in a big way. that s what this last week and a half has been about.	0
$aapl $163.5 - $168 fallback	0
$nvda $aapl china deal isnt happening stop living in fantasy land	0
$aapl data selling	0
$aapl lack of innovation	0
$aapl anti trust issues	0
$aapl once new phone is out it will stumble then with the new ios 13 bugs 🐜	0
$spy $djia $qqq $amzn $aapl china just dieing. .. might be a big down day tomorrow	0
$nflx $dis disney will vapourize bubble flix.november isn t far away followed by more pain next year from $aapl $sne $t .nflx doesn t even have a billion in assets let alone a 140b market cap. this is the next blockbuster lol	0
$spy very bearish d if we gap down tomorrow opening short $aapl $baba $ea for day trades	0
$aapl hong kong 🇭🇰 protests erupting today judicial system at risk of being taken over by china	0
$aapl show me 192 tomorrow	0
$aapl futures selling off huge	0
$spy $aapl $qqq $mu $rtn bears in the market when us stocks get too expensive. i m one of them.	0
$aapl $184 by eow	0
$aapl futures don t look good. hope they don t turn green while i m sleeping	0
$aapl let s see bad news and open $143 tomorrow. one time	0
$spy $djia $aapl $amzn $qqq we all knew this would come to an end .. recession is close . this week the market will be on the watch to see which way it tilts hard	0
$spy $aapl sucks	0
$spy look out below 🤯👎🏻 $sbux headed for new all time lows. 📉🚽 even buffett preparing to go for broke. $aapl	0
$aapl apple is prepared to move iphone production out of china if trump trade war escalates......but china might say no....nothing move from here	0
$spy $aapl yikes....... url	0
$aapl red today...	0
$aapl this could lead to 50% haircut fast	0
$aapl the bull case and the bear case on apple stock url	0
$aapl violent protests in hong kong not healthy for asia s financial hub china extending their authoritarian web slowly	0
$aapl and... the bounce is over...	0
$aapl 190 today	0
your daily dose of important news driving global markets this am including popular stocks trending in the news and much more. don t have much time we wrap things up in 4 minutes url $grub $aapl $fizz	0
$spy high probability we continue down after open looking for short $aapl $ea $baba these were some of the most promising daily chafts for a red day market can confirm that and make for easy short $tsla strong and i can see ripping today	0
$aapl oh geez 3	0
$aapl already went higher pre-market on the dip...short the rip	0
$spy $djia $aapl $amzn $msft inevitable g20 meeting is gonna be bad when trump raises taxes again on china after the meet	0
$aapl discount japan knows something	0
$aapl 195 looks like the top. give up already.	0
$aapl $amzn $spy added puts for pt 180 for the end of june . market will drop hard around that point too	0
$aapl this company is garbage and the whole industry hates it now. i d say it s doomed. win streak def over.	0
$aapl $amzn $spy $djia aapl tryna reach 200 while the whole market lags lol iphone sales dropped 42% in this quarter .. goodluck	0
$mu $spy $aapl $qqq 👎shorted micron mu again corporate earnings for semiconductors going down😌technical breakdown in mu high beta stock market at resistance 😌technology sector getting downgraded to neutral😌	0
$aapl 200 my ass	0
$aapl stupid thing is unstoppable. unbelievable	0
$aapl time to short apple 🍏	0
$aapl 190 puts i m in can see 195-196 that where u load more puts. who s with me	0
$aapl $193.89 close today. too much resistance up here and in the market overall	0
$aapl fake show of strength it will show its true colors by tomorrow	0
$aapl url good	0
$aapl head forming	0
$aapl bull trap time to fish hook them 🎣	0
$spy $aapl finally starting to roll over	0
$aapl after or pre-market dump $	0
$aapl the puts are so cheap for 187 strikes loool	0
$aapl die die die	0
$aapl she diving load up puts here u welcome🤑🤑🤑🤑🤑🤑	0
$aapl short	0
$aapl 170 in two weeks	0
$aapl will add more to my short position once it goes under the 50 ma intraday	0
$aapl dump time	0
$aapl took my short position	0
$aapl losing strength	0
$aapl this looks like it s about to break down and get rejected off the 50 in the coming days. not looking to strong anymore	0
$aapl after market death 💀 soon	0
$aapl give me that head and shoulders 🤝	0
$aapl sell your shares and put that cash in your pocket. the only safe place for it	0
$spy $aapl $amzn $uvxy look guys its 10 am .. market will rebound as always lool around this time.. a failed moved will push it down more	0
$spy $qqq $aapl $mu spy look at 2019 s p 500 earnings forecast to $170 a share from $172.50 on tuesda	0
$aapl notice how it once again resisted 196 very bearish	0
$aapl that spike earlier was a bull trap	0
$aapl short this to $190 and then $185	0
$aapl added 14000 shares short here	0
$aapl big bull trap. europe now hates iphones. so does china. credit card company now. gscos bit h.	0
$aapl way overvalued. this is long term bullish but no way it s time to buy. look at the 10 year chart. should be a bit of an eye opener. even without the weird markets going on this is due for a big correction	0
$aapl hasnt been able to break 195 for the last 3 days....will be swinging my short position	0
$aapl u messed up my shoe motherf	0
$aapl you were warned.	0
$aapl let s trigger those stop losses	0
$aapl selling going to accelerate into the close	0
$aapl 192 s close	0
$aapl pump and dump ponzi. will print million shares in secondary dilution	0
$aapl added 14000 more short	0
$aapl $150 i m a bull here. but this is just scary.	0
$aapl $msft both these are very overvalued since none have any distinct advantage anywhere and main divs like phone and windows and pc are history. aapl sees its marketshare dip to single digits when er is in. so be careful	0
$aapl added more short here	0
$aapl if you can t see 196 resistance from yesterday you should file legally blind on your next tax return	0
$aapl sick close url	0
$aapl bear flag 193.89 target before the close	0
$aapl longs going more underwater by the minute 😆😆😆	0
$aapl timberr🧙🏼‍♂️🧙🏼‍♂️🧙🏼‍♂️	0
$spy does the selling in the last hour intensifies yes $mu $lrcx $amd $aapl 👎	0
$aapl looks weak...can it be that the recent run is over all signs point to yes $spy	0
$aapl looking for $189- $190	0
$aapl now we just need some huge selling afterhours 8-k release c mon tim you can do it	0
$aapl extremely overvalued	0
$aapl welcome to bagville....population you	0
$aapl next stop 188	0
$aapl r.i.p. you s.o.b.	0
$aapl 20ma crossing below the 50ma on the 15 min	0
$aapl $190 eow	0
$spy $aapl $btc.x $nflx	0
$aapl legit or ponzi stock	0
$aapl market is going to get crushed tomorrow........severely	0
$aapl insider said apple was going to 30$ this week. i trust him. he said everyone is gonna get a samsung. truth	0
$aapl wow potential evening star reversal on the nasdaq weekly candles.	0
$aapl pt 189 and 185 for the rest of the week	0
$aapl reversal indicator signaled short 197.15.	0
$aapl i want to see a sea of red...let it bleed	0
$aapl when er is in this will implode	0
$mu $spy $amd $qqq $aapl this is bad for tech.🐻 dram nand are commodities and micron $mu is a commodity company and memory chip prices are a reflection of supply and demand. currently there is a worldwide glut of chips and china s economy is slowing down and they are the 1 consumer and thus world 🌎 wide demand declines. too much supply and demand is weak produces even lower memory chip prices. sorry 😐	0
$aapl i don t think so	0
$amd $aapl $amzn $spy su bae securing profits i see .. sold 5.5 million in shares today coz she knows it is quite risky here and she may nvr see that again lol . smart woman . url	0
$aapl expecting some downside tomorrow but looking at $197.5 calls for 6 28	0
$aapl i ll lmao once trump hits china with more tariffs after g20 take your gains now before it s gone china not going to cave to trump demands	0
$amzn $aapl $tsla whole market gonna take a dip tomorrow.	0
$aapl futures red now 😆	0
$aapl wow it crashed hard in seconds	0
$aapl asian markets getting crushed trade war has consequences supply chain disruptions growing as companies leave china 🇨🇳	0
$aapl 📉🚽🤯	0
$aapl 192 s in frankfart	0
$spy $aapl immediately buying puts when market opens	0
$agn enters bearish trend url	0
$amzn 30pts shaved off the big green futures .. 29 nasdaq pts to go	0
$qqq $amzn $spy market focus turning back to china and declining economic growth. only positive is the fed rate outlook - but the fact they would even considering cutting rates at ath s should give everyone something to ponder.	0
$spy $amzn $amd url	0
$amzn hey banana3 you ever get close to iodine poising url	0
$amzn let s take a look at $spy weekly as the clue stares us clearly in the face after 4 straight down week	0
$amzn i may need to buy some stuffs on before they get double taxation now or wait for the black friday	0
$amzn double taxation	0
$amzn $1820 was my max bullish price target. interested to see what will happen next.	0
$amzn squeed the usps we squeeze back nice warehouse jail poor don t buy in india bozo trap no small business will be able to compete in 10 years if not sooner. save your future don t buy in	0
$amzn tariff man on a roll on cnbc	0
$amzn man all of theses charts look like they are ready for lift off. would be the perfect time to snatch hope away.	0
$amzn sell everything at open. lol	0
$amzn loaded up on puts at high looking for the gap fill. not cooperating right now though. it doesn t matter though. i ve made 2 years of profit with bynd. lol. crazy. just sold at $175.	0
$amzn let s go ahead and fill that morning gap.	0
$amzn my puts right now 🤢🤮	0
$amzn great decision to take profits on bynd so far. scalping puts from $178.	0
$amzn in for 1882.5 put scalp here. very aggressive trading. don t recommend for faint of heart. can lose your shirt.	0
$ttd $amzn $goog $googl $veev shorts the market dies on euphoria this is euphoria selling the strength. in all equities i own short this mkt	0
$amzn $1600 limit buy order placed.	0
$amzn man this market really does look like it wants to go to all ........ no i m not going to say it.	0
$amzn	0
$amzn ↘️ down	0
$amzn $spy imagine total fade if amzn. that will be epic	0
$amzn bought 1 puts for 6 14 exp	0
$spy $amzn	0
$amzn time for that morning gap fill.	0
$amzn 1835	0
$amzn there we go. keep it coming 🤑💵💰	0
$amzn put scalps looking good so far.	0
$amzn bearish short term. bullish long. due for a small drop	0
$amzn my puts have amazon by the nuts sacks	0
$amzn 1800 by friday	0
$amzn there is nothing wrong with given some back. 20 points so more. let s not be stingy guys.	0
starting the put $amd $amzn $baba $fxi exp on 6 28	0
$amzn i love the smell of smoking meat into market close	0
$amzn 💰💵🤑	0
$amzn raked in money from puts. have jeff bezos by the nuts	0
$amzn this morning started a little shaky but i made up for the small loss with big profit by eod.	0
$amzn nowhere near high since last year. pump n dump all it is $tvix is gonna soar	0
$amzn book sh $98.59...lol	0
$amzn p e of only 78.65... that s cheap lol	0
amzn is firing 2 big sell signals next 2 days... see report: url algo algorithmictrading algotrading quant quanttrading technicalanalysis marketintelligence $amzn amzn amazon amazoncom $googl googl google googlestock $nflx nflx netflix netflixstock $fb fb facebook facebookstock earningspershare	0
$amzn going up for no real reason and way too fast	0
$amzn 1809 tomorrow eod	0
$amzn max pain 1750 this week per maximum-pain.com	0
$amzn what goes up must come down will catch it at 1600	0
$amzn trump will shut them down.	0
$amzn trump threatens new 300 billion of new tariffs on china immediately if president xi doesn t meet not sure xi accepts ultimatums not smart	0
$spy trump-ression 2020 $amzn	0
$amzn lol who can sell faster we all know it s not going to 1900 ta says that the whole market says that with a small maxico win which btw had nothing to do with all the problems with china etc that was the reason the market tanked in the first place people are so short term minded here and when i say short minded i mean like 5 minute spams god dammit china news comes out market tanks maxico news comes out well not much movement maxico made a deal yay market goes nuts for a day then we all remember hey maxico had nothing to do with the market tanking it s still on the way down . this market is like $bpth $bynd today is probably gonna be the day and week and month we realize shit hasn t changed and downhill from here place your bets below good luck. $spy see y all at the bottem	0
$amzn sorry but $1850 puts look good here. from $1870 strike july expiry. 5 contractos	0
$amzn krayemer said his charitable trust took profits because this is overpriced wayyy up here	0
$amzn hope it goes down to 1590- 1600	0
$amzn i love this guy	0
$amzn $1800 or below by eow	0
$amzn 1735	0
$amzn $160 possible if trade war escalates. mexican tariffs was never a thing thats what trump meant by mexicans paying for the wall.	0
$amzn china rioting and market crash is going to hurt today.	0
$amzn 1800 1800 1800	0
$amzn wow is amazon really being investigated holy crap	0
$amzn	0
$amzn violent protests in hong kong not healthy for hong kong s financial hub china s web is spreading	0
$amzn this turd will tank	0
$amzn it will retest 1600	0
$amzn i don t see much going on as of right now. markets are barely down so i will patiently wait to see real market direction.	0
$amzn	0
$spy sell volumes are good $amzn	0
$amzn failing to recover :	0
$omi that bankruptcy filing is coming any day...zero chance they pull out of this tailspin. tripping covenants; crippling debt load; incompetent mgmt; intense competition from $amzn $cah etc. dead. $0 pt. 👎	0
$amzn target can we 1840	0
$amzn sold puts for 17% profit. glta. too choppy for me	0
$amzn should ve seen the resistance bulls. too much too fast	0
$amzn $1700s coming again.	0
$amzn i think back to 1820 this week. holding 1860 s and 1830 s puts expiring friday	0
$amzn 1800 coming	0
$spy $amzn $qqq $mu spy look at 2019 s p 500 earnings forecast to $170 a share from $172.50 on tuesda	0
$amzn trump pump bs coming don t believe the hype markets know his manipulation tactics by now	0
$amzn $spy bear isle	0
$amzn reward too small buying wayyy up here at the top.	0
06 12 19 2:08:00 pm trade allocation $amzn ss lmt 1859.5 stop: 1886.64 target: 1771.94 algo algorithmictrading algotrading quant technicalanalysis marketintelligence $amzn amzn amazon amazoncom amazonstock tradesignal tradesetup trading trade trades stocks bearishstock bearish sellsignal sellalert	0
$amzn my $1850 lotto puts from $1875 are looking on the up and up. 5 contractos. mucho buckooo. july expiry baby	0
$amzn can t stop the trump train ladies	0
$amzn under $1800 friday	0
$amzn 1800 1800 1800	0
$amzn loser today	0
$amzn hang seng down almost 500pts as hong kong 🇭🇰 in turmoil	0
$amzn us futures red as asian markets getting a beatdown	0
$amzn might be looking into low 1700s tomorrow for any chance of covering.	0
$amzn $1800 seems easy target tomorrow. fully loaded on puts	0
$amzn time to sell those 7 shares.	0
$tsla $amzn just a reminder bulls - amazon chose to partner with audi for ev future - not tesla. url	0
$amzn $1800.	0
$baba won t be up until trade done	0
$spy the massive china trade surplus numbers will throw gas on the trade war fire. stocks such as $baba and $jd are going to get a right raping this week. they will be empty shells of the stocks they once were.	0
$baba trump will get this scam buried with massive new tariffs because of trade surplus	0
$baba sold in premarket. will drop to 150 again	0
$baba when was the last time it didnt sell off from high 3 months ago	0
$baba starting to look bearish	0
$baba sold the last of my calls for huge profit. thinking of jumping into amazon puts for pullback tomorrow.	0
$baba puts $spy puts see you down at 155 😁	0
$spy shooting star formed on 1yr. bearish signal. solid $baba $spx profits today. 💪🏻	0
$baba price target cut too 200 from 215 by daiwa analyst firm	0
$baba hang seng is ugly. why	0
$baba hehe good thing i didn t sell my puts. i was actually loading up	0
$baba red day tmr. china taking a shit.	0
$baba 155 soon. stay away from china	0
$baba china screwing rn	0
$baba party ovet. go home to $140.	0
$baba sorry bull..	0
$baba china getting hit hard pre market -2%. opening short baba position 500 shares anything north of 160	0
$baba $152 by friday	0
$baba trump putting tariffs on baba and collecting money to feed his kids	0
$baba added to short	0
$baba shorting first lot here	0
$baba ready for short ideal entry is backtest of the 15 30 support trend line break	0
$baba jaws coming to take a bite out of baba. see the fin	0
$baba ouch to whoever thought this was going to go under 160 😭😅	0
$baba keep selling as we head back to 75$ again by year end... don t forget this is chinese crap that can t even be listed in china lol	0
$baba heaaaad and shoulders knees and toes	0
$baba hello 52wk low 😂😂😂😂	0
significant put buying in eem emerging markets sector. september downside for $baba looming	0
yet another large eem sell $baba	0
$baba jack ma when trump threw tariffs at china	0
$baba what a disaster	0
$baba china markets gave back all one week gains. us market holding gains but for how long	0
$baba gonna continue to drop this week.	0
$baba slowing growth	0
$goog can t wait for these big tech companies to get broke up.. coordinated efforts with msm to deplatform anyone right of mao.... done with you google...	0
$spy $goog $fb guilty as charged	0
$qqq $fb $amzn $goog $aapl faang is late to the party but expect they will join the downside soon. they seem to be propping up the market	0
$goog breaks below tuesday s low: url	0
$spy $goog why is sundar such a punk bitch sundar will change his ways after anti-trust slap	0
$gs market sliding down watch for a break below 194	0
$gs breaking yesterday s low could see 190	0
$spy $crm $sbux url	0
$sbux overbought	0
$sbux puts on deck	0
$sbux i m gonna need this to fall off a cliff	0
$sbux 80 by eow.	0
$sbux puts locked and loaded	0
$sbux 78.5 eow	0
boom grabbed 40% put play on $sbux today too easy	0
$sbux can we get a 80.50 close	0
$sbux i think 79 eow is not far off	0
$sbux after hrs drop	0
$sbux we need no more power i m giving her all i ve got captain she can t take no more. just let it go	0
$spy $crm $mcd $ko $sbux the chinese do not respond well to threats. wouldn t be surprised if xi was a no show at the g-20.	0
$spy $sbux $crm $ko $mcd	0
$sbux interesting scenario could be at play url	0
$sbux nice run time to cool off... ☕	0
$sbux breakdown	0
overvalued identified: $sbux. more insights: url	0
$sbux	0
$sbux plane full of bulls	0
$sbux big selling this time yesterday. will it repeat	0
$sbux well then idk why i didn t just sell my puts yesterday 🤣	0
$sbux you will be gutted soon pigs	0
$sbux it s already fading from that new high ... better get out while you can new bagholders	0
$sbux too high. sold my stake at a nice profit. will buy back in when it comes down.	0
$sbux this valuation and run is getting ridiculous... time to short and gut this pig	0
$sbux this gonna crash	0
$sbux this is getting too high now	0
$sbux holding july 5 puts	0
$sbux i m not covering till 70s this valuation is bullshit	0
$sbux or to 60s	0
$sbux needs to dump back to the 70s	0
$sbux bubble	0
$sbux i think she s finally tired and needs a rest	0
$sbux pullback likely to low to mid $60s imho. summer often seasonally weak; valuation stretched mid $30s pe waaaay above growth rate .	0
$sbux i ve got good news and bad news. the good news is that schultz isn t going to run for prez. the bad news is now sbux is stuck with him again.	0
$sbux more puts at the bell. looking good for next week. its time for retrace.😁	0
$tsla bulls be fronting like don corleone... drag the vowels like what do you owe me you see red and you start blaming pony	0
$tsla tesla is no stroker url	0
$tsla get ready kids no one under 18 should watch this..another epic episode of what is a real car... 🤤 until 4.20 that s where the orgasmic gyrations start url	0
$tsla demand is strong because this fanboy wrote an article on projections that a company insider told him 🦸🏼‍♂️	0
$tsla waiting for angrypanda and crbramhall to have fun.... url	0
$tsla going back south. even at 200 its overvalued. should be priced around 20b. 100. margin calling musk is a bonus.	0
$tsla is a massive green energy fraud credits and subsidies are giant transfer payments from the poor to the rich	0
$tsla bulls keep warning us about this massive short squeeze coming because deliveries will be higher than forecast.	0
$tsla driving a tesla is like...	0
$tsla is this bullish or bearish for tesla url	0
$tsla will post this again. just for fun. bulls have anything	0
$tsla they caught me ridin dirty..caught me ridin dirty url	0
$tsla muskie is a master con artist	0
$tsla always will get more expensive and more expensive no matter what ...ev will never be cheap don t let anyone say different..it s like a vegan that needs meat...ev needs fossil fuels not the other way around	0
$tsla url	0
$tsla losing 1 billion guaranteed this quarter then the next will be even more...the money isn t out there anymore tesla will run out of loans due to debt	0
$tsla muskie i posed a question 2 weeks ago regarding the non use of solar panels at the fremont plant. you still haven t responded yet...is it because it cost too much not efficient enough or both call me 1-888-420-pony	0
$tsla no new model releases until profitability is confirmed which will be never	0
$tsla bulls premarket	0
$tsla trouble in paradise url	0
$tsla expecting a low volume day	0
$tsla my cousin is a professional sand castle builder and says that elon musk goes to the beach in socks and sandals	0
$tsla short at 210	0
$tsla shorted 215 thanks as always morons	0
$tsla nice short here	0
$tsla bulls are starting to call for $300 again. last time they were certain it would get back to $300 in a week it cratered from $260 to $180. great indicator of what s to come.	0
$tsla i don t understand how ppl buy on speculation and not the actual numbers. they have never turned a profit....ever.	0
$tsla can t support the valuation based on car sales.	0
$tsla ya	0
$tsla sold it again	0
$tsla closes red	0
$tsla spy is coming down so this is dropping as a result.	0
$tsla unfortunately it s too over priced	0
$tsla shorting here this cash flow disaster will run out of $. short 250 2020	0
$tsla what a great company to invest into and lose money well done elon	0
$tsla will be red by the eod	0
$tsla how can you still believe in this obviously overpriced stock tesla is a great product but it s no longer one of a kind	0
