text	labels
watch for $ulta to trade below $189.52 again to print a daily reversal candle. $sh has got potential. $fit and $sune have not changed.	0
starbucks also doubled the number of stores in france between 2010 and 2016. still only has 11 stores in portugal though. $sbux	2
$kndi investors broke the news before the company confirmed it, that is a positive as top notch investor dd can be trusted.	2
the best stocks for 2012 via reformedbroker url $arco $cat $cof $msft $aa	2
siriusxm added 465,000 net new subscribers in the first quarter of 2016 $siri ceo sales marketresearch tech entrepreneur speaker	2
market seems like it s about to roll over here. look out below $spy 195 5 dte $nflx 90-95 28-42 dte	0
$aapl wearables is apple s category to win as samsung flopped on their watch because they couldn t f n copy apple 	2
$imrs - it s important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over	2
$onty continues to base as debate lingers. ont-10 data next potential catalyst. if positive, stock quickly moves to $10. downside limited.	2
our updated core4 portfolio: $tsla, $ulta, $fb, $nflx	2
$vnda i am telling u guys..this stock is up b c they have european approval news..after this news, it has nothing left. don t keep it anymor	0
highest call to put ratio $eev $mhld $cld $yge $gale $cers $stld $lxk $qlik $gra $sand $disca $vnq $ego $inva $cfg url 	2
is any branch of medicine producing top-rated stocks these days we found one: url $hsic $pdco $algn $xray $dhr	2
current holdings via options - long: $aapl $v $gs $aet short: $vxx	2
watchlist top stocks $apc $gs $wm $stld $kre $ddr $xrt $mbly $cit $fast url 	2
$aapl could be testing $425 in days	2
$cat 5.10%, $rio 4.54%, $fcx 3.53%, $fxi 2.93%, $bhp 3.04%, $yhoo 2.61%, $x 2.27%, $slw 1.68%, $hal 1.49%, $mcp 1.56% $nflx 1.42%	2
$spy $dia $iwm time to stomp on some dreams.	0
 immigrationca b u l l i s h b u y a l e r t yahoo finance eecz ecosciences inc sold all: $pozn $dust $aapl	0
$edu arrg no go i am out of round 2	0
$aapl short term fund redemption liquidations.. should have the channel cleared soon and on solid footing. $520 is new floor come july : 	0
$fb down 7.5% from this bearish pattern. considering the bullish sentiment - that s an impressive bearish move url 	0
china will overtake us as largest online gaming market says report url $msft $sne $nq $dsky $cmge	2
$goog would like to see upside break in channel this week url 	2
stockmasters: european debt once again keeps stocks down url $eur $spy $vxx	0
$mflx up pre mkt. looks like gap has been filled....lookin 4 short opt here	0
long on $fb ahead of f8developerconference	2
watching $ais with pdufa pending, still no real movement. could be coiling, but i m on the sidelines for now	1
another great day with millions in gains for tuesday as shorts get caught in the tall grass $spy $vxx	2
$kbe moves up to my tr1 long watchlist.	2
 cancunparadise traderflorida it was only up $2.82 and a laggard. nothing to get excited about imo. $aapl is underperforming the market.	0
google, ibm, arm and amd begin the assault on intel s server franchise url $mu $ibm $armh $goog $googl $amd $intc	2
why vonage $vg 8x8 $eght ringcentral $rng plunged url stocks weak outlook for $yhoo $smsi $nflx via themotleyfool	0
" kesef: $aapl will join dow jones this month""replacing at t"	2
most bullish stocks on twitter during this dip. $yhoo $gdx $googl $stz $gold $ew $vz $celg $sbux $scty more: url 	2
$tsla red	0
$mar being accumulated all day. coming into potentail resistance	2
walgreens boots alliance pbr36 uses warrants to buy $1.17b 14.97% of amerisourcebergen pbr16 shares. url $wba $abc	2
$uso $uwti $xle $spy $spx $nugt $aapl iraq boosts oil production to record before talks to cap output url via business	0
20biggest market losers $vrx $cstm $zyne $endp $arlz $ptx $blcm $nviv $sgy $labu $wbai $sid $cjes $mnk $asps $hznp url 	0
added more $bbby jimcramer is wrong about this one. still a very profitable merchant with profitable stores	2
$iff technical alerts: stochastic sell signal, 200 dma support, and 50 dma support url 	0
$aks well here you go..at least you know what sector will be white hot next week..huge buy in all these names..$aks,$nue,$stld,$x..nice work	2
$gild max pain 101.00. maturity 05 01 2015. previous close 105.01. url 	1
$oil 2.76% trading $21.90	2
 sp0908 $aapl who said not possible everyone is buying calls eod friday ; only question is what it does rest of monthly opex. i will cash	2
u.s. consumers keep cautious stance url premarket $tgt $wmt $cost $hd	0
$agq - $slv still needs to fill 27.97 - but decent supt here-expect some upside to 30 url 	2
$amzn swing short at $368 w pt of $340 then 315 maybe 280...will let you know .	0
short setups looking nice....really nice $al $ads $bby $hrs $dy $ebay $etfc $f $flt $bk $amgn $hrtx $ivz $lci url 	0
"new ""large player sells"" stocks url $cpwr $ga $ul"	0
just check out.. $bbry s owners.. must be very exciting to have it , eh :- 	2
$uup us dollar only asset class i can find down on the day, the week, the month, and the year	0
$aapl interesting that all these positive stories are coming out the past few days, max pain for monthly opex is 500	2
why vonage $vg 8x8 $eght ringcentral $rng plunged url stocks weak outlook for $yhoo $smsi $nflx via themotleyfool	0
equity indexes working on a positive engulfing for march. $sml $rut $iwc $smh $sox small-caps semis with a fakeout before the b out.	2
 contangoz confused. are you long or short hope your not short, $beat is a 15 dollar stock.	2
u.s. consumers keep cautious stance url premarket $tgt $wmt $cost $hd	0
$tna, $tza daily chart of $tna with upcoming first support in a few days or weeks url 	2
$spy ..eventually profit margins will matter more than price. earnings growth looks dim for 2013 and the current multiple high on the sp 500	0
multi-year stock breakouts $wfc $xom $wmt $dis url 	2
$csax 0.46 6.98% up timing is everything and the time is now for canna security america weed cannabiz $fb pots url 	1
 hopeturock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $yhoo	2
$amcn pushing highs	2
$fb turns back down in early trading.... url 	0
$hitk resuming advance into new historical highs.	2
$ppg descending triangle but i am liking it for an upside break url 	2
a not so pretty longer look, spy via zortrades url $spy $spx	0
$oil slid to a four-year low after opec kept its oil production unchanged url $uso $wti $brent	0
flat week, my $spy short premium will expire a full gain, however $googl will expire a loss on the remaining 3 4.	2
$fb i guess they want it down look at the those sell orders	0
$tsla- nhtsa gives tsla highest safety score ever.will be the day world ends that nhtsa says their wrong. long url 	2
isolationism another sell rating, sell ratings on spy, qqq, iwm and several companies url $aapl $axp $bac $blue $fxe	0
 tim cook aapl should invest or buy $tsla speed up electric car development in a exponential way.aapl could jump 50% partnering with tsla	2
china february retail sales: e-commerce remains resilient url $baba $bidu $lb $nke $tif $tcehy $anf	2
top 5 stock picks for tuesday 04 12 16 1 $cnsl 2 $psxp 3 $dorm 4 $ogs 5 $rost wallsteet stockmarket finance cnbc cnn foxnews	2
 pierrules: $siri long 	2
today s momentum movers url stocks $mobi $cdti $ilmn	2
good morning here s some of the most trending among investors this morning. $vrx $aapl $outr $dsw $dwti $mjn $alr $plce $sppi $tif	2
looking for a strong bounce $spy -- lunchtime rally coming. $dia $iwm $qqq $aa $fb	2
stocks higher in afternoon trade; intel nears buy point: url $gld $intc $aa $jpm $wfc $c $dlth $wb $ua	2
"time to go long $amzn ""create a bunch of primitives, get out of the way, and take a nice skim off the top."" url "	2
. emuziczone $uyg $aig $rig $msft $mcd myoffices stockwhisperer first quarter is amazing	2
$panw need anoth $1 to all time high. $ftnt new high..	2
facebook to use chatbot technology to help users order goods, services through app url $fb	2
$aapl next resistance should be around 420 url i think	2
$tsla will the bulls defend 19dma at $236.75 next few sessions stocks daytrading investing tradeideas	2
$aapl - has broken its downtrend - but 200dma proving to be stiff resistance short term. url 	2
morning movers: starbucks slips on downgrade; arcelormittal gains url barronsonline $sbux $mt $mro $avp $fast	0
long $sdlp $cpgx $twtr $bita $labu $fb $tsla $ete $sdrl autocharts url 	2
pie in the sky url $aapl $adbe $akam $amzn $atvi $ca $chkp $crm $csco $emc $eqix $fb $ffiv $googl $hpe $hpq $ibm	2
after the braintree acq, the $sbux deal, and the $wmt coalition, can we agree payments is the hottest part of tech url 	2
 traderstewie wonder why more investors are not buying up all the $rimm stock they can $24 its a great company isn t it needs buyers lol	2
added long at friday close $spy $labu $blue $amzn	2
ten year yield, weekly url 10 year yield still very bearish, hence 7-10 year t bond fund $ief bullish. $tlt too.	2
 vixmoney: back in the saddle again. in $uvxy just around 17. stop only 0.29	2
 ukarlewitz if one is to go long, money rotating into large cap tech $qqq $fb $pcln	2
$goog $googl google seeing competition in gigabit internet url via sharethis	0
as alcoa kicks off march quarter earnings, we see more reasons to be cautious url $fb $aa $aapl $bac $bke $blk $c $cat	0
$acad - up another .03 in ah. if it holds in pm, it has a long way to go to find resistence.	2
3 top japan etfs to surge higher in 2h $dfj $itf $qjpn url 	2
unusual call activity url $xli $nxpi $wy $amd $rf $mjn $wsm $aks $gwph $dg $mgm $swks $aapl $ashr $htz $orcl $ddd $lvs	2
how ron johnson tried, and failed, to inject a bit of apple culture into jc penney url via tuaw $jcp $aapl	2
costco: a premier retail dividend play url $cost	2
blackberry messenger is second only to facebook in user loyalty, says new study: url $bbry $bb.ca $fb	2
ive got 2k shares of $arna for 6.51 up for sale 	0
$adbe nice fade from the bell, missed this one	0
end of day scan: stochastic overbought $jdst $free $blrx $lpg $afsi $dvax $hdge $aht $alr $asmb url 	0
whole foods $wfm may feel price competition but $tfm will have a way to go price wise to compete with kroger. $kr url 	0
78 users on vetr are bearish on tesla motors, inc., indicating a sell rating 2 stars for $tsla url 	0
$aapl up 1%. curated reasons here url 	2
8 breakouts: $chmt stop: $17.99 , $flo 200-day ma , $omx gap , $siro gap . one sub-$1 stock. modest selection on attempted swing low.	2
$tsla to recall 2,700 model x suvs for seat-belt fix	0
end of day scan: stochastic overbought $jdst $free $blrx $lpg $afsi $dvax $hdge $aht $alr $asmb url 	0
commented on apple in need of innovation: sell rating url $aapl $amzn $goog $googl $msft	0
you wanted a buying opportunity in $bac well here it comes url front page cnbc	2
 url thegoldrush colin loved $sune at $9 today it trades at $1.90, he will like $tsla to the end url 	2
$goog google will soon start selling chromebooks at walmart and staples, other retailers coming soon url $spls $wmt	2
rt japanesegunto $aapl lauching 4s in alien space..lol...in jan 2200 analysts have the martian orders way too high theyll never hit it 	0
spent time at massive new $jd headquarters in beijing yesterday. not much slowdown to be detected there	2
$es f. nice little cup-and-handle shaping up on the 15-minute. end-of-day $spy $spx favours a good day for the index. will we see a gap open	2
pie in the sky url $aapl $adbe $akam $amzn $atvi $ca $chkp $crm $csco $emc $eqix $fb $ffiv $googl $hpe $hpq $ibm	2
$dnkn $kkd $dpz $loco inside week buy triggers. url url 	2
11 industrial-goods stocks insiders are bullish on url $cat $ba $hon $emr $itw $wm $noc $etn $ph $rsg $fast	2
$amrn like your optimism .$vvus moving up again no nce . agenda may be simple .....$gsk claim of active moiety .	2
 anthonymaceroni well, technically recessions follow consecutive qs of earnings declines 81% of the time. $spy $spx $aapl $fb $goog $twtr $v	0
coke dividend - 3%. google dividend - 0%. for passive income coke takes it. $goog $ko url 	0
$mvis gets nasdaq delisting notice -- how worrisome should this be maybe $mvis board will quit diluting the shares 	0
quality stocks with high cash returns: url $dtv $stx $sfun $ppc $eln	2
is it finally the right time to invest in national bank of greece $ire, $nbg, $nbg-a : url via themotleyfool	2
wall street tours the tesla factory--and loves what it sees - bloomberg business $tsla url 	2
$yhoo fishy action. new party interested dailymail bounce retreats. not short by any means, but action questions big up move. thoughts 	0
$spy still wants higher i think.	2
$pcln crazy market up down up down up down.	1
$dnkn $kkd $dpz $loco inside week buy triggers. url url 	2
$nihd insiders got this one wrong. looking for bottom. rsi under 30	0
" upsidetrader: "" howardlindzon: good comeback to yellen on biotechs url $bis $ibb"	2
watch for $ulta to trade below $189.52 again to print a daily reversal candle. $sh has got potential. $fit and $sune have not changed.	2
$sbux heading for the 200dma and certain doom if it can not hold there.	0
oil to break out: adding chevron url $axp $clgrf $csco $erx $ibm $mcd $ssri $vlo $wmt $xom $cvx	2
stopped out $tsla 231.53 3.86 loss 	0
$hyg potential continuation uptrend on a 60 -15 -4 charts url 	2
$nbg keep an eye on the pm 0.80 low. nbg spikes its lows. so if it revisits 0.80, lower it will go...will c next few days wknd	0
weird day $gpro up $amba down	0
$aapl so many names talking about how apple is so cheap, its a must buy, $150 stock price soon...hmmmmm	2
my $orcl comes back. :- i had three earning yesterday. $adbe shorted, there was only 1% short float. and $psun long. very nice profit.:- 	0
$aapl me gusta	2
rally friday new52weekhighs big and small $t $jnj $pm $wm $syy $cpb $twc $isrg $ultk and $fcty - up over 31%. have a fine weekend 	2
$tsla in the news - not good $tsla url 	0
$vips delivering the goods again let s see if that can spill over in other chinese internet names, $bita started to wake up last week. $baba	2
these companies shld be worried about icloud $goog $sfly $nflx $emc $vmw $yhoo $msft	0
published $goog estimate on estimize: 0.03 eps and 29.98m revs compared to wall street s consensus. url 	2
$gevo passed gevo s alcohol to jet fuel now eligible to be used for commercial flight url $spy $qqq $alk $aal $dal $ual	2
$fb gone green on day	2
trades gtim 400 $pozn 30 redf 0 $calx 40 $incy 100 $yoku 0 $uis 110 total 680	2
$uso $uwti $xle $spy $spx $nugt $aapl iraq boosts oil production to record before talks to cap output url via business	0
$f expects earnings to maintain healthy growth in the year ahead. the company s share price gained 0.16%.http: j.mp 1gqesmo	2
$aapl aapl: gundlach slams ipad mini, sees downside to $425. url 	0
citrix systems inc $ctxs position increased by mizuho... url sharestocknews	2
$fb nice buyable intraday dip right here	2
$gevo passed gevo s alcohol to jet fuel now eligible to be used for commercial flight url $spy $qqq $alk $aal $dal $ual	2
nomura ests that xbox platform will lose at least $1b for $msft in 2014 may not be profitable for another year or so after that - $sne	0
rt dermus $gmcr waterfall ahead 	0
unusual call activity url $vxx $clf $eem $hyg $c $intc $xop $aa $vrx $gs $sbux $jpm $mgm $uso $qqq $bac $cmg $csco $goog	2
$aapl $fb $amzn $pg $mcd $gs $c $ge $utx $slb $xom $googl $agn $wmt $qqq $iwm $gild $hon $jpm $dis nice day rally url 	2
 johnchen blackberry $gs $ms faucette simona, jmho are playing ignorant, so the $bbry smack down looks legitimate	0
buffett s 13f shows new stakes in cvs $cvs, visa $v, general dynamics $gd	2
 megaas2000 $aapl mcdonalds had a big growing success for years with the same bigmac and apple update and improbe iphone and ipad	2
still have positive market bias -- sharp rally in low-quality stocks points to ongoing market gains url $spx $qqq $csco	2
 amex movers nhs $frs restaurants 24.75 9% nh w bigboy div, $tplm triangle petroleum 9.80 3% 2m expanding caliber url 	2
$jnpr cuts outlook down 6%. could see $csco $intc fall in sympathy	0
$fb $tsla cracking lower early. $short correction stocks	0
current holdings via options - long: $aapl $v $gs $aet short: $vxx	2
biggest gainers today large caps: $bap 10.17% $vale 8.93% $mt 7.71% $abx 7.44% $nem 6.91% $stx 5.27% $bbd 5.17% $wmb 5.05% $fcx 4.61%	2
alert: new macd signal created on $ctxs - buy at 77.09 - time: 18:23 - strength: 10. powered by url 	2
 pieman as much as i would like $bbry to capture back market share $aapl cleary surpassed their bb for all too long of a time.aka android	0
$aapl broke descending channel....will it hold 	0
after go victories, alphabet looks to give deepmind more complex challenges $goog $googl url 	2
markets back in black for 2016 $tna $spy $sds $uco $uso $aapl oil optionstrategies -- url url 	2
20biggest market losers $vrx $cstm $zyne $endp $arlz $ptx $blcm $nviv $sgy $labu $wbai $sid $cjes $mnk $asps $hznp url 	0
 asdfllc. nice pop today. told ya we would be green haha. funny you bring that up. i m actually working on a story about $nok at the moment	2
deutsche bank downgraded starbucks co. $sbux url url 	0
$amzn has 22% of online grocery market. $wmt, 13%. $ams ahold has 5% kroger stop shop . freshdirect, 2%. sbanjo url 	2
$kors any1 somehow spinning er, which was stellar, into something negative is some1 who got caught short on it. should rise again 2morrow.	2
okay i m looking to add a gold miner and possibly lower pe tech name into close tmrw. watching $nem $hl $kgc $csco $ibm $hpq.	2
 dolleyman no worries, i always said there d be sucker rallies on $ziop s down trend, congrats.	0
" yahoo finally takes our ""harvest strategy"" advice: $yhoo shares climb. url url via moneymorning"	2
rt harmongreg $ezpw url over 31.85 looks good for a few	2
$aapl at pivot area on intraday chart- break here could send this to 50-day sma, 457.80 url 	2
"7 that s how aggressively bezos diversifies risk. and exactly why $amzn is ""the best place in the world to fail"": url "	2
 cgrantwsj i think this $tsla bubble might go on for some time. so long as ppl love the cars, they might keep getting funding.	2
daily mail parent in talks with private equity for yahoo bid yahoo $yhoo url via reuters	2
oil to break out: adding chevron url $axp $clgrf $csco $erx $ibm $mcd $ssri $vlo $wmt $xom $cvx	2
 ftse100 ends with gains as anglo american jumps 9% $aal $rio ironore commodities globalnews shares url 	2
$brcm raises revenue forecast	2
$es f market has a lot of faith in the ecb $spy	2
china will overtake us as largest online gaming market says report url $msft $sne $nq $dsky $cmge	2
$jnpr cuts outlook down 6%. could see $csco $intc fall in sympathy	0
$qcor a little pullback is fine but if this erases all of todays gains, i cannot believe the manipulation its capable of	0
$spy url possible target at around 127.4 neckline, sma200, fork congestion . $spx $sso $sds $sh	2
$hpj short sighted sellers will be sorry soon	2
$vicl $lpth hot	2
good news for biomarin bmrn $bmrn likely to strongly benefit from genetherapy for hemophiliaa url 	2
rt montisumo down day for all biotechs good to load up be confident. $onty $chtp $ais $hgsi $dndn agreed $ibb $xbi all same downness	2
$pva congrats to whoever bought under 4- for those who sold under 4 i m sorry...	2
$fb has 20 times the advertisers of $twtr. why jack support suspends advertisers with no explanation or custserv url 	2
why vonage $vg 8x8 $eght ringcentral $rng plunged url stocks weak outlook for $yhoo $smsi $nflx via themotleyfool	0
tensions grow between china and japan over islands url from mktplaceradio $ewj $ewh	0
okay i m looking to add a gold miner and possibly lower pe tech name into close tmrw. watching $nem $hl $kgc $csco $ibm $hpq.	2
$pbmd double response rate- investment validates company- url 	2
$fb 21% decline in original posts url 	0
 scottrade why is $tsla not available for shorting at this time same for $w 	0
quality stocks with high cash returns: url $dtv $stx $sfun $ppc $eln	2
$hlf broken stock another 35% downside possibility . i will initiate a new short position if price recovers from its cur url 	0
$aapl aapl finally breaking under the 49 m.a.. with no buybacks this week, look for aapl to test the 120 support area.	0
 openoutcrier omillionaires canuck2usa $eros gets clean bill of health after audit. $nflx of india... url 	2
with $14b in cash, gilead $gild shopping spree may continue hep c drugs harvoni sovaldi made $20b in 2015 url 	2
 cgrantwsj you highlight the real risk to the $vrx spec pharma businesses. payers who won t pay anymore $endp $hznp $mnk	0
i already have $ctrp and $trip adding $expe and $pcln to the mix soon.	2
$neik on high alert 96% strong buy teambillionaire url $leas $ebio $lqmt $fb pennystocks url 	2
$txrh reports q1 eps of $0.37 versus the estimated $0.35, beating by $0.02. eps were up 19% from the same quarter last year.	2
unusual call activity url $vxx $clf $eem $hyg $c $intc $xop $aa $vrx $gs $sbux $jpm $mgm $uso $qqq $bac $cmg $csco $goog	2
4-star analyst scott henry from roth capital reiterated a buy on $co. scott has a 10.3% avg rtrn url 	2
$wynn i m going in tomorrow evening :- $100 limit order	2
$twtr is like the cream in an oreo cookie $fb squeezing from one side, snapchat from the other and no where to go for $twtr but out 	2
. barronsonline sees apple at $150 share in a year 36% from today on growing services business. $aapl url 	2
tomorrow might be a rare buy $tsla day url 	2
in play tmrw: $pby 52m,12%,0.55 $bmo 638m,1.42,2cc $tol 146m,6.6%,0.72,2cc watch $xhb housing sector. $leap 78m,16.7%,0.61 	2
$spy in for 195 calls at .78	2
unusual call activity url $vxx $clf $eem $hyg $c $intc $xop $aa $vrx $gs $sbux $jpm $mgm $uso $qqq $bac $cmg $csco $goog	2
$msft as said yesterday, those apr.22 calls were getting hot...today getting paid url 	2
$pay 2nd time test of the 21.20-30 b o zone. still not breaking out. moved my stop up to 20.80.	2
$cat 5.10%, $rio 4.54%, $fcx 3.53%, $fxi 2.93%, $bhp 3.04%, $yhoo 2.61%, $x 2.27%, $slw 1.68%, $hal 1.49%, $mcp 1.56% $nflx 1.42%	2
undaunted by string of failures, facebook is trying to get into payments url $fb	2
$ecom $bnft $csod $cvt i am excited about all these plays	2
rt expstocktrader: do your homework on $aapl co-founder new stock and get in on the ground floor of $fio: url 	2
$gild 91 now support. $ibb $bib url 	2
 optionsaim great comeback by $amzn a box developing between 550 to 582	2
$nxpi new high for 2016 url 	2
rt acinvestorblog $aapl still on track for $500	2
$cat tested 82.50 4 count em 4 times this year if gaps down will probly open at 78.50 and get worse these puts were stupid cheap	0
unusual call activity url $xli $nxpi $wy $amd $rf $mjn $wsm $aks $gwph $dg $mgm $swks $aapl $ashr $htz $orcl $ddd $lvs	2
daily mail may own yahoo 😮 🤔 url via technology $yhoo	2
the three top stocks in 2015 are ready to lead again in 2016 $amzn $nflx $atvi details: url 	2
$hal not getting in. oil is falling more. opec is insane. they want us shale to collapse	0
$app competing bids to emerge, and will permit the board to explore other value-enhancing alternatives, all with the objective of maximizing	2
"$gtat "" the resurgence in stock price today might mean that the company may emerge stronger than ever."" url "	2
supermarket stocks rally as tesco plans to axe non-core uk assets url $tsco $mrw $sbry stocks ukstocks	2
long $tqqq at 104.15 with stop loss below 1.5% of buying point. study qqq $tsla $nflx $spy $aapl $fb $amzn googl $msft	2
$plug bear raid	0
$fb -0.75% trading weak vs. $spy $qqq here stocks stockaction fang	2
$msft short , will cover in the high 30s if all goes as planned. lol	0
$aapl - lg expects strong results from premium strategy url 	2
trades gtim 400 $pozn 30 redf 0 $calx 40 $incy 100 $yoku 0 $uis 110 total 680	2
if you bought $tsla in feb 16 you d be up 60%. one of the more obvious opportunities this year	2
watch these bancos.they re holding up relatively well compared to the broad market $xlf $bac $gs $c --large c buying in $bac in backburner	2
$hrl ready to pop url 	2
$vips similar pattern like beginning of may. did u sell same now..will go up much higher after this drop.	2
i dumped $pypl and $prlb, maybe buy back another time.	0
 bobinaccounting billythe3rd qr winner it will do just fine....imho...i have no worries with $sppi the real deal here...holding	2
what stocks large players are selling url $crox $gogo $ino	0
yahoo extends bidding deadline as interest grows url trading investing stockmarket $spx $djia $spx $eurusd dax $yhoo	2
$fcx $gdx watching china ppi cpi reporting tonight. commods super sensitive to china still. could offer support revisit to jump on long bus 	2
 fusioniq new positive timing signal on $sbux today url please retweet signals	2
 dojiknows th sp and the potential of qnx bes10 and bbm cross platform will bring good news in time $bbry	2
shareholders welcome marriott-starwood deal $mar $hot url 	2
big winner from the chessnwine long ideas list up 3.21% $pypl url url 	2
$aapl i m sure those short are holding their breath hoping for a miracle. lol	2
back in $gs tight	2
market seems like it s about to roll over here. look out below $spy 195 5 dte $nflx 90-95 28-42 dte	0
$cree $veco $rbcn $leds march led light bulb prices rise in japan, fall in other markets url 	2
$uri over 100% upside left from here in next 6 mnths based $sina nov 2010 $lnkd 100% from here based off $bidu july 2007. history rhymes	2
crude oil bears take a clear near term advantage url $uso $gld $gdx $spy	0
is $fb a buy topeka capital markets thinks so: url 	0
unusual call activity url $vxx $clf $eem $hyg $c $intc $xop $aa $vrx $gs $sbux $jpm $mgm $uso $qqq $bac $cmg $csco $goog	2
$amrn maybe 889 patent new nxt wk, and nce follow wk after nxt. no one want to miss out on any great new over this weekend.	2
most bullish stocks on twitter during this dip. $yhoo $gdx $googl $stz $gold $ew $vz $celg $sbux $scty more: url 	2
loading $spy and $aapl puts. think were toppy imho.	0
u.s. airlines battle for cuba routes $aal $luv $save $jblu url 	2
$tsla study the charts pullback time url 	0
$bbry another 30% on $bbry 16 weekly puts lol i m going back to sleep	0
