text	labels
deutsche bank: cuts starbucks to hold, target to $64 on lofty near-term investor expectations, operational changes, premium valuation $sbux	0
so as of today s close 8 15 14 , i m long $tsla $amtd $twtr $fb $aapl $celg - all on a longer-term, technical swing long basis.	2
it s gonna short $tsla at tomorrow s opening url 	0
watching $stx $tol $lei higher, $htz $mdxg $insy lower. and maybe fade the metals gap.	2
so as of today s close 8 15 14 , i m long $tsla $amtd $twtr $fb $aapl $celg - all on a longer-term, technical swing long basis.	2
$amzn up 5 points from yesterday s trade entry and alert - target above $600 bullsonwallst url 	2
$fb problem for shorts on facebook now is every fund out there will want to buy this thing on a a pullback. not a good anymore. $	2
found some good bull setups this week: $regn $xrs $sncr $tjx $ntes $abc $echo $amag $hawk $panw $tam $agn -- let s see if mkt helps out	2
$celg back near 104, where it opened and rallied higher last wk. a good place to take a shot url 	2
$wac trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $spy	2
buyback not trending right $cpix spending more as shares pricier . hopefully will pull back w 6.87 q2 closing vwap	0
$kndi break that hod on volume, and we have a nice consolidation completed for another run.	2
$ebay pure garbage stock url from url 	0
$rimm $spx $nya $compq $djia all going down	0
$nflx support 212.93 no support to 209.45	2
highest call to put ratio $eev $mhld $cld $yge $gale $cers $stld $lxk $qlik $gra $sand $disca $vnq $ego $inva $cfg url 	2
today s top gainers url stocks $prta $ctrp $nxtd	2
$aapl 0.96% 621.59. weekly 625 calls now 42.31% 3.75: url 	2
$fb -0.75% trading weak vs. $spy $qqq here stocks stockaction fang	2
rt harmongreg $ezpw url over 31.85 looks good for a few	2
$yang double bottom 5.2	2
 cek cpa ryanwallace198 financialbuzz guys - get into $wfm and $mjn.	2
$lci is a later riser, just like the last few days. jan. 14 healthcare conference presentation. positive catalyst 	2
 jl1575 gots some $aezs this morning...	2
why alphabet inc was just upgraded to buy url $googl	2
today s losers: $htz $car $endp $icpt $blue $nov $ua $panw	0
"never told this before, but the situation is ""buy the dip"": $kndi, $optt, $omer, $dndn, $mblx, $mstx, $ifon, $imuc, $lf, $tga"	2
$nihd insiders got this one wrong. looking for bottom. rsi under 30	0
$amrn you can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. currently it is the shorts rejoicing	0
loading $spy and $aapl puts. think were toppy imho.	0
over 225 million new internet users are being added globally every year $amzn $fb $goog $baba $ctrp $bidu $jd url 	2
china will overtake us as largest online gaming market says report url $msft $sne $nq $dsky $cmge	2
rally friday new52weekhighs big and small $t $jnj $pm $wm $syy $cpb $twc $isrg $ultk and $fcty - up over 31%. have a fine weekend 	2
 cristi at least you didn t stop out $arr at 7.13 like me : 	0
as alcoa kicks off march quarter earnings, we see more reasons to be cautious url $fb $aa $aapl $bac $bke $blk $c $cat	0
crude oil bears take a clear near term advantage url $uso $gld $gdx $spy	0
1 little-discussed problem this pro is watching at lumber liquidators $ll url 	0
78 users on vetr are bearish on tesla motors, inc., indicating a sell rating 2 stars for $tsla url 	0
 briander81 $spy has been a bull and $gld a bear, any way u cut it. $gdx $slv	1
20biggest market losers $vrx $cstm $zyne $endp $arlz $ptx $blcm $nviv $sgy $labu $wbai $sid $cjes $mnk $asps $hznp url 	0
 beckyhiu: $rden $el green, lol... make-up to cover ugliness ftw url -- rs yesterday boom today	2
$aapl short term fund redemption liquidations.. should have the channel cleared soon and on solid footing. $520 is new floor come july : 	0
$spy url possible target at around 127.4 neckline, sma200, fork congestion . $spx $sso $sds $sh	2
so people thk $twtr is a failure cos it has jst 20% of the users $fb has...bt they re forgetting the potential relative value of its users	2
$sbux downgrade by $db good opportunity to buy. if you own it, don t sell it just to buy it again. taxable event url 	2
$ssys splat poor q1 orders 	0
$intu sheds its pc roots and rises as a cloud software company. url 	2
downgrades $son $ari $gg $fltx $wmc $mfa $ivr $cmi $pcar $qlik $afop $unfi stocks investing tradeideas	0
dji overbought: $aapl, $axp, $ba, $cvx, $ibm, $intc, $vz url 	0
look at that $amzn 600	2
$aapl wants lower. up waves getting smaller on the 2 min	0
okay i m looking to add a gold miner and possibly lower pe tech name into close tmrw. watching $nem $hl $kgc $csco $ibm $hpq.	2
commented on parkervision is an aggressive buy for 2016 url $appl $intc $itc $mil $nvda $qcom $rf $prkr	2
$plx funny thing is $ibio is up 19% ah on $plx approval 	2
$app heading back down to that $2 region, really needs to hold the 2 s. not sure where this goes from here without news...	0
rt montisumo down day for all biotechs good to load up be confident. $onty $chtp $ais $hgsi $dndn agreed $ibb $xbi all same downness	2
end of day scan: bullish ma crossovers $bbva $pds $ntls $ngl $sbrcy $fgl $mtnoy $ttt url 	2
$bbry both 1m 6m trends turn bullish today with a resistance level at $11.31. url 	2
just sold 2 apr-22 115 calls on $fb for $126 - fees investing url 	0
$wfm can make hod. longs 33.10 for 33.58.	2
$kndi china electriccar maker. china car sales 7.8%. also, may feed off $tsla momentum run lately.	2
anyone else see an issue with this. no wonder $ebay stock sucks url 	0
crude oil bears take a clear near term advantage url $uso $gld $gdx $spy	0
today s bull flags url stocks $ $ostk $ivc $cs	2
top holdings: $agn $endp $lh $pcrx $nbix url 	2
rt alphatrends vmarkets are still acting weak url $spy $qqq $xlf $smh $iwm	0
this $bbby stock options trade would have more than doubled your money url via thestreet	2
if the camera is protruding like that, $aapl is losing to samsung iphone7 iphonese samsunggalaxy url 	0
airplane and hospitality industries set their sights on cuba $aal $alk $dal $hot $jblu $luv $mar $ual $va $cuba url 	2
facebook is suddenly realizing snr is a problem in newsfeeds. took ya long enough. $fb facebook	0
$agn getting rid of its generic biz wouldn t have any interest in $endp imo. $hznp makes much more sense, plus its irish based	2
 chessnwine: $iwm 30-minute chart. small caps threatening descending triangle breakdown under $110.20. url 	0
downgrades $son $ari $gg $fltx $wmc $mfa $ivr $cmi $pcar $qlik $afop $unfi stocks investing tradeideas	0
dji overbought: $aapl, $axp, $ba, $cvx, $ibm, $intc, $vz url 	0
$sina hear all that before short crap and every time it jumps back in range of 70 bucks	2
5-star analyst robert derrington from wunderlich reiterated a buy on $bjri. robert has a 89% success rate url 	2
lots of metal stocks look like a 5-10% run awaits. long $ssri,$paas and $nem but most high quality names should go if metal prices cooperate	2
$aapl url $aapl patiently waiting for price to enter buy support zone. strong support - notes on chart	2
no, it s not time to buy energy stocks yet url $wtic $xel $uso $oih	0
$nok smartphone wars wound samsung as nokia rallies: chart of the day url 	2
$fb $tsla cracking lower early. $short correction stocks	0
"new ""large player sells"" stocks url $cpwr $ga $ul"	0
 h3bk11 sounds like $fb is getting the $aapl treatment - analysts conjuring up metrics to bring it down and boost their short positions.	0
these companies shld be worried about icloud $goog $sfly $nflx $emc $vmw $yhoo $msft	0
. barronsonline sees apple at $150 share in a year 36% from today on growing services business. $aapl url 	2
 fintech provider $cafn cachet financial solutions surging forward today post earnings up 13.26% url $jkhy $fisv momo	2
$eght hearing new ceo thinks company could be the crm of voip...giddy up 	2
$fb and $ibb still weak with $uso and $spy gaining	0
pain url $rbcn, $yelp, $vhc	0
 sharkbiotech if anyone is selling shorting $agn b c you believe $endp rumors to be realistic, then i ll take the other side of that trade	2
i have done copious research on my short $hsbc thesis. typed into $goog news url 	0
 cgrantwsj you highlight the real risk to the $vrx spec pharma businesses. payers who won t pay anymore $endp $hznp $mnk	0
 michaelkitces hubspot no need for $fb at all unless you want your content censored	0
$gmcr there is massive short squeeze opportunity here; similar what happened to $mf corzin; $gmcr puts hghst since 09 url 	0
$onty continues to base as debate lingers. ont-10 data next potential catalyst. if positive, stock quickly moves to $10. downside limited.	2
$bbry lets see 14 today	2
$plug i suggest a read of report. future is bright	2
would like to see $apc go back to low 70 s, next year could be a very good year for them. would like to start adding soon	2
how ron johnson tried, and failed, to inject a bit of apple culture into jc penney url via tuaw $jcp $aapl	0
top 5 stock picks for tuesday 04 12 16 1 $cnsl 2 $psxp 3 $dorm 4 $ogs 5 $rost wallsteet stockmarket finance cnbc cnn foxnews	2
 hashtag bullish yeah even $ewz is looking pretty attractive versus this $spy pig. or the sox trading 36x reported earning $smh	2
11 industrial-goods stocks insiders are bullish on url $cat $ba $hon $emr $itw $wm $noc $etn $ph $rsg $fast	2
with personal story sharing declining, will $fb feeds start to look more like $twtr and what sort of effect will that have on advertisers 	0
$bbby $amzn $xrt if bricks and mortar retailers selling cheaper - what does this do to margins across the board consumer -retailers	0
"$bbry so i m hearing this ""secret"" partner that purchased millions of new z10 s is actually t-mobile do i smell a partnership buyout "	2
$nbix continues its rally	2
$fit looks great on person s life being saved this weekend on him wearing fitbit psychology bullish $grmn $aapl	2
moved upper bollinger band $rtn $sgms $sho $smh $swks $tasr $tel $ttwo $txn $wpz $xlnx url 	2
$isrg and $pcln holding up well today.	2
$px may have a lower entry point if it can confirm. chart update explains key points. confirmation is key.	2
i ve been picking up railroad stocks for the retirement acct. $unp $csx $nsc down 20-30% in last 12 months.	2
$ddd hope they crush it 	2
 wallstreet rant florentcapital 2 $fb inst. ownership of 70% actually isn t egregious anyways, $fdx $ba $mcd all higher	2
 .20 in my $spy puts $aapl lookin ill again. lets burn looking for my bottom at 2:30ish 	0
$mnkd ahha. someone wants in....	2
new squeeze plays stocks url $xrs $swks $pcrx	0
$spy wk2 212 are 1.48 - watching spy 60 min sto for a push - note price on the 200ma - no rush - wait for buyers	0
most bullish stocks on twitter during this dip. $yhoo $gdx $googl $stz $gold $ew $vz $celg $sbux $scty more: url 	2
$mnkd morgan will weight this stock as oversold, strong buy within a month	2
worst sentiment for sp1500 stocks at market close: $rai $ebs $isrg $big $xec 2016 03 16 stocktrading predictiveanalytics bigdata	0
found some good bull setups this week: $regn $xrs $sncr $tjx $ntes $abc $echo $amag $hawk $panw $tam $agn -- let s see if mkt helps out	2
$life hits a high of $3.61 12.81% from friday s $3.20 buy call $fb $aapl $goog $anppf $mine url 	2
sold some $tsla puts this morning closed them at the close. helps pay for monthly expenses	0
$ms imo dont think get chance to buy below $16 unless europe falls otherwise folks will wake up n see $jpm earnings were good and $bac too	2
$tsla recalling pretty much every single model x cnnbrk got to short that even at work you jump in money trade	0
i get how wealthy zuckerberg $fb are but how has fb added any productivity like gates jobs ford ellison. fb s a glorified scrapbook	0
us adds 321k jobs in november, most since 2012, unemployment rate remains at 5.8% gold futures off $16 at $1191 $gdxj $spy $gld $slv $nugt	2
$es f what good is a santa rally without an improbable blow off top as the finishing touch... $spy	2
$wb money-losing$ overvalued china ipo junk buy $twtr instead	0
. emuziczone $uyg $aig $rig $msft $mcd myoffices stockwhisperer first quarter is amazing	2
$spy weekly 120 puts 283%, .21 x .24, 1900 vol: url 	0
"$pcln back over ""up"" trendline from 10 4"	2
$aapl near a 3% drop thats a lot... now the best i can do is hold er lol	0
$opk the u d volume ratio is 2.7 management ownership holds 57% of total outstanding stock. major skin in the game...positive.	2
wondering if $wfm and $sfm will catch a bid today on $tfm news. sector has been taking a beating recently, could be positive here	2
$uty making new highs for the year. doesn t normally produce great stocks to trade, but $ceg $39 may not be bad for swing. $etr	2
 amex movers nhs $frs restaurants 24.75 9% nh w bigboy div, $tplm triangle petroleum 9.80 3% 2m expanding caliber url 	2
new squeeze plays stocks url $xrs $swks $pcrx	0
highest call to put ratio $eev $mhld $cld $yge $gale $cers $stld $lxk $qlik $gra $sand $disca $vnq $ego $inva $cfg url 	2
i already have $ctrp and $trip adding $expe and $pcln to the mix soon.	2
 tesla: great company, bad stock $tsla url ev cleantech lithium $lit metals kirillklip ilctsxv $gm $f elonmusk	0
$spy $dia $iwm time to stomp on some dreams.	0
$nflx url pot. cont. uptrend longerterm wly-dly-hly combo chart netflix stocks url 	2
$iwm,this pull back of 2.94 is similar to last 4....2.86,2.82,2.73 and 2.62 bullish if lod holds	0
 craigfalwell tomsosnoff getting out of his $tsla url 	0
casinos red before the bell: $lvs -0.75%, $wynn -0.47%, $wynn -0.47% unusual comibinations of what s running, what s red before the bell	0
stockmasters: european debt once again keeps stocks down url $eur $spy $vxx	0
downgrades $son $ari $gg $fltx $wmc $mfa $ivr $cmi $pcar $qlik $afop $unfi stocks investing tradeideas	0
$cree $veco $rbcn $leds march led light bulb prices rise in japan, fall in other markets url 	2
$athx riding 5dma higher, dropping to 13dma at the dips, sign of a healthy advancing stock that stays above 20dma	2
$p if u think pandora is the game changer please check spotfy...	0
added long at friday close $spy $labu $blue $amzn	2
$cat 5.10%, $rio 4.54%, $fcx 3.53%, $fxi 2.93%, $bhp 3.04%, $yhoo 2.61%, $x 2.27%, $slw 1.68%, $hal 1.49%, $mcp 1.56% $nflx 1.42%	2
$iaci vision : near-term target $77.38 url 	1
end of day scan: stochastic overbought $jdst $free $blrx $lpg $afsi $dvax $hdge $aht $alr $asmb url 	0
apple does not need a new tablet, it needs a new tablet strategy $aapl url 	0
 innovative sometimes i question why i bother in sub $5.00 stocks. retail is so short sighted. $baxs is one press release away from $1.30	0
$pcln back to back intraday reversals look out below. shorts moving in 	0
stocks higher in afternoon trade; intel nears buy point: url $gld $intc $aa $jpm $wfc $c $dlth $wb $ua	2
"$ibb $nbi ""..biotech s have had 2 wks of fund inflows for the first time in 16 "" graph $vrx $gild $biib $celg url "	2
$amzn has 22% of online grocery market. $wmt, 13%. $ams ahold has 5% kroger stop shop . freshdirect, 2%. sbanjo url 	2
google, ibm, arm and amd begin the assault on intel s server franchise url $mu $ibm $armh $goog $googl $amd $intc	2
long $sdlp $cpgx $twtr $bita $labu $fb $tsla $ete $sdrl autocharts url 	2
 stocksthattalks why aren t you loading up on $yelp than future profits will be huge. surely you aren t investing in this stock based on q1	2
$gs -2.86% new 88.69 lows. $90 puts 60%, 2.46, now deep in the money: url i see no reason to sell yet	0
google, inc. completes acquisition of icoa, inc. url $icoa $goog	2
$aapl moves up a little more today off of cup and handle url 	2
closed buy 1.0 lots $xagusd 15.28 for 66.0 pips, total for today 66.0 pips $tsla $fb $nflx visit url for more trades	2
active puts cboe; $aapl 9 27 13 480 $lamr oct 43 jan 37 $mgm jan15 10	0
$mos volume footprint looks great, can we please take out 60 with force 	0
unusual call activity url $xli $nxpi $wy $amd $rf $mjn $wsm $aks $gwph $dg $mgm $swks $aapl $ashr $htz $orcl $ddd $lvs	2
 cgrantwsj i think this $tsla bubble might go on for some time. so long as ppl love the cars, they might keep getting funding.	2
11 industrial-goods stocks insiders are bullish on url $cat $ba $hon $emr $itw $wm $noc $etn $ph $rsg $fast	2
$joe getting attention. no.2 on nyse 100 top buying list url 	2
 trader mood sheilaragu $aria i doubt you shorted it and stock is on its way to high 7s. upgrades and more positive news expected.	2
downgrades $son $ari $gg $fltx $wmc $mfa $ivr $cmi $pcar $qlik $afop $unfi stocks investing tradeideas	0
been doing some work on $plug this evening. very intrigued with the technology and growth potential	2
$aapl china was always aapl ace up the sleave now seems like its helping the downtrend	0
with $14b in cash, gilead $gild shopping spree may continue hep c drugs harvoni sovaldi made $20b in 2015 url 	2
pie in the sky url $aapl $adbe $akam $amzn $atvi $ca $chkp $crm $csco $emc $eqix $fb $ffiv $googl $hpe $hpq $ibm	2
u.s. airlines battle for cuba routes $aal $luv $save $jblu url 	2
$es f market has a lot of faith in the ecb $spy	2
best outperformers ranked 10-15 $uri $holx $lorl $mdlz $imbby	2
equity indexes working on a positive engulfing for march. $sml $rut $iwc $smh $sox small-caps semis with a fakeout before the b out.	2
$t $hot $mar working on cuba deals ahead of obama visit url via reuters	2
$spy i just feel the people who are buying are the same ones with their finger on the sell button	0
$cmg looks like longer term top building which may take some time but here and now a quickie short to fill at least 1st gap 313.82.	2
$qcor reviewing nflx and gmcr s massive recent recovery toward new highs should give the real shareholders encouragement on questcor.	2
adding to the puts in $amzn mentioned earlier easier to play right now than $aapl short term.	0
 daytraderbio not sure we can see too much $tsla up side thus week	0
$sfy looking weak and possibly ready to let go .	0
dji overbought: $aapl, $axp, $ba, $cvx, $ibm, $intc, $vz url 	0
unusual call buying: $rht 14x average volume, $wy 13x, $mar 9x, $uco 9x, $wyn 9x, $dvn 6x, $hot 6x, $xlp 6x	2
$hal if bulls lucky enuff to get an upside gap fill, better take it. wouldn t chase it here. url 	2
$tsla recalls 2,700 model x cars. stock dropping hard...	0
no one routing trades through knight capital. receivable going to zero. $kcg	0
end of day scan: bullish ma crossovers $bbva $pds $ntls $ngl $sbrcy $fgl $mtnoy $ttt url 	2
this $bbby stock options trade would have more than doubled your money url 	2
 ukarlewitz if one is to go long, money rotating into large cap tech $qqq $fb $pcln	2
$goog google will soon start selling chromebooks at walmart and staples, other retailers coming soon url $spls $wmt	2
moved upper bollinger band $rtn $sgms $sho $smh $swks $tasr $tel $ttwo $txn $wpz $xlnx url 	2
 hutsell215 there was news this morning that offers will take place until next week..so if people want to buy $yhoo they should do it now	2
looks like sime jey features if $tsla model 3 like auto pilot and super fast charge will cist xtra and also top safety rating not guaranteed	0
breakout watch for tues $arr $atu $ca $g $ipg $nlsn $se	2
apparently intel thinks women should get paid the same as men - what a concept $intc gender pay parity at 100% url 	2
$aapl 680 today 	1
the boeing company nyse:ba bearish trader bets $550k that stock will sell off 9.79% by july expiry $ba url 	0
$nflx had stalled 106.44 previously looking to enter near $106.50	2
blackberry messenger is second only to facebook in user loyalty, says new study: url $bbry $bb.ca $fb	2
$endp was looking for a long entry but today s price action wasn t appealing	2
"new post: ""china stares into the abyss"" url $eem $fxi"	0
end of day scan: stochastic overbought $jdst $free $blrx $lpg $afsi $dvax $hdge $aht $alr $asmb url 	0
$goog $googl google seeing competition in gigabit internet url via sharethis	0
fmmf: big drop in hedge fund exposure to market in q3 url can you blame them even sharks don t trust this market $spy	0
end of day scan: stochastic overbought $jdst $free $blrx $lpg $afsi $dvax $hdge $aht $alr $asmb url 	0
guess everyone wants 620 $aapl	2
$tyc just about to break out to new highs, lots of technicals looking great right now.	2
long $tqqq at 104.15 with stop loss below 1.5% of buying point. study qqq $tsla $nflx $spy $aapl $fb $amzn googl $msft	2
unusual call buying: $rht 14x average volume, $wy 13x, $mar 9x, $uco 9x, $wyn 9x, $dvn 6x, $hot 6x, $xlp 6x	2
the three top stocks in 2015 are ready to lead again in 2016 $amzn $nflx $atvi details: url 	2
 immigrationca b u l l i s h b u y a l e r t yahoo finance eecz ecosciences inc sold all: $pozn $dust $aapl	0
$spy $vxx $aapl the parties over loaded on $uvxy volatility is back	0
$dnn picked some up, like this going into 2014	2
reasons for caution about chinese stocks. $dang $bidu $jd $baba url 	0
$jrjc my broker has no shorts who has them 	0
$ocn huge blocks now 11,500 7.92	1
yahoo extends bidding deadline as interest grows url trading investing stockmarket $spx $djia $spx $eurusd dax $yhoo	2
$aapl now up 2.2% w div since my original call, while $spy up only 0.6% even w this fri s div. emh be damned. still holding.	2
short setups looking nice....really nice $al $ads $bby $hrs $dy $ebay $etfc $f $flt $bk $amgn $hrtx $ivz $lci url 	0
$spx url i rather be neutral to bullish rather than bearish. still a stock pickers market. $spy	2
 advidinvestor $amzn fast money says short ahead of black friday...seriously 	0
followed the levels i shared with you on $nflx $googl $tsla calls for nice gains. still holding $fb 110 calls. week made in a morning.	2
3 top japan etfs to surge higher in 2h $dfj $itf $qjpn url 	2
if you are laughing at $amzn logistic provider ambitions you are a damn fool. not every idea $amzn has is bad.	2
 gerberkawasaki add in $sbux $lb and many others. it s a theme that won t last but seems pretty in vogue right now.	2
downbeaten stocks may be ripe for buys: $san $vale $aa $kmp $wprt $cree	2
bmw entering into ride-share market with i3 url $tsla $bamxy	2
spent time at massive new $jd headquarters in beijing yesterday. not much slowdown to be detected there	2
$amrn gets 26 patents and goes down $10, $nept gets a patent and goes up .20 today.	2
 phamoptiontrader rising steel demand and higher prices in both steel and coal now are going to make $clf a cash magnet. upper 20 s lo 30 s 	2
$v $pcln cnbc a up d both... short lololol keytrader1 camillehurn wartenberghans traderscom johnconaway ultrashort1 thedaytradr	0
$scty goldman suks can t bring this one day today. look for strong solar rebound today 	2
u.s. consumers keep cautious stance url premarket $tgt $wmt $cost $hd	0
bought $fb $111 calls for $0.62.	2
"$aria still scratching my head on this one after reading all the analyst comments and citi even reconfirmed it s ""outperform"" $32.00 tag"	2
$ensg barry port unloaded $16,673 worth of the ensign group, inc. nasdaq:ensg shares url 	0
$fb -0.75% trading weak vs. $spy $qqq here stocks stockaction fang	0
$fas - 9% run for this watch list winner, but can t blame anyone for taking profits today.	2
u.s. active stock wars : $aapl 1.44%, $amzn 1.28%, $chk 13.56%, $ua -3.61%, $uco 4.44% url stockwars	2
$rimm $spx $nya $compq $djia all going down	0
$uso $uwti $xle $spy $spx $nugt $aapl iraq boosts oil production to record before talks to cap output url via business	0
$line biggies must be loading up here at lows..	2
"while we think $tnh is a winner, we are ringing the register. we entered at 92 dollars and 147 is a hell of a win ""tony strikes again """	2
$skx turning. coming from far could go far. stock price implies you pay nothing for the business	2
$yhoo making new hod	2
sirius xm s lucrative e-sports opportunity url $siri	2
why vonage $vg 8x8 $eght ringcentral $rng plunged url stocks weak outlook for $yhoo $smsi $nflx via themotleyfool	0
$tlm $su both reporting today $tlm should reward better on good earnings as it sold of .50 in last two days yet $su rallied	2
$neon need to break $4 again	2
$nxpi added to nxpi going to $96 by next earnings mmw s 	2
$gild honestly, it s been disappointing. thoughts of $dis stock comparison come to mind	0
$bac $adsk $nflx long this morning	2
