text	labels
meego learns as you use it , fisher said , putting the most important things up top .	1
the upgrade is intended to raise the network capacity from 450 mhz to 630 mhz in several cities , enabling bi-directional services for digital television as well as broadband data .	2
the company still expects its turnover in 2010 to slightly increase from the level of 2009 , adding that market predictability is still too poor for trustworthy forecasts on the market development of the contract manufacturing business during the current year .	2
espoon kaupunki awarded contracts for personal care products .	2
according to the ceo of nordea bank estonia vahur kraft , nordea finland and stockmann have been cooperating for more than ten years .	2
net sales are expected to remain on the same level as in 2007 .	1
the construction project is scheduled to start in the second quarter of 2009 and the new building is scheduled to be in place by the end of 2010 .	1
operating profit for the three-month period decreased from eur1 .65 m while net sales increased from eur14 .6 m , as compared to the corresponding period in 2005 .	0
swedish telco teliasonera is teaming up with friends , a swedish organization against bullying , to fight bullying of children and teenagers via electronic channels .	1
3 january 2011 - finnish flag carrier finnair oyj hel : fia1s said today it sealed a nine-year sale and leaseback agreement for its newest airbus a330 aircraft for syndication into the japanese operating lease market .	2
efficiency programs totalling 100 million euros are under way in finnair .	2
1 block lamp harri koskinen s light was introduced in 1996 and has been a bestseller ever since .	2
the terms of the aforementioned funding are considerably below the bank s current cds levels in the market and have a maturity ranging from 1 to 7.5 years .	0
metsa-botnia will sell 82.1 % of its stake in the uruguayan companies and metsaliitto -- 5.5 % .	1
at the moment , valio is not worried , but if the ban continues for long , it may become quite a problem .	0
neste oil corporation is a refining and marketing company concentrating on clean , high-quality traffic fuels .	1
the fair value change of investment properties was eur 15.8 mn , compared to eur 22.9 mn in the third quarter of 2009 .	0
the contract comprises a log handling line , a peeling line , and a veneer drying and grading line .	1
the changes in readership were not significant .	1
we hope to increase traffic volumes with the opening of freight one scandinavia . 	2
talvik says the relocation of application programs on servers will continue , while hp servers were approved because of hp supplying a tailor-made solution to elisa .	1
meanwhile , minority shareholders , expecting teliasonera to retain the bid , sell shares now .	1
galeria podlaska , a shopping mall on wysockiego street in bia ystok , is approximately 60-percent leased or reserved .	1
the recent troubles simply make neteller cheaper .	0
reported operating margin was a negative 5.9 % .	0
rapala vmc corporation rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of peltonen with its 80 % shareholding .	1
aspocomp group oyj stock exchange release december 15 , 2006 at 4:50 pm according to the disclosure received today by aspocomp group oyj , the share of henrik nyberg in aspocomp group oyj s share capital and votes has decreased below 5 percent .	1
the largest restructuring is planned for italy , where negotiations on about 40 job cuts are to be initiated today , the company noted .	0
tekla will implement the renewal in software versions which will be introduced in spring 2011 .	2
the dismissed staff members will now take the matter to court unless it can be settled outside .	0
grapevine city officials in september approved $ 35 million in tax rebates and grants for the expansion .	2
 ruukki has experience of logistics construction , competence in project management and also has the best references in terms of steel frame production and installation , says onodi stefan , general manager of arxikon construction company srl , which is ruukki s customer .	2
also the city s insurance company , if p c insurance , has said it will not pay compensation .	0
sponda plc s annual general meeting decided on 23 march 2005 to establish a shareholders nomination committee to prepare proposals for the annual general meeting in 2006 on the composition of the board of directors and their remuneration .	1
 marimekko aims to expand its distribution network primarily by increasing the number of concept stores and shop-in-shops .	1
besides , pit-produkt will enter the new segments .	1
the device can also be used for theft protection and positioning of vehicles , boats and other assets .	1
the buyer is real estate owner propertos oy , but the companies have agreed not to disclose financial details of the deal .	1
following the impact , the altima hit a utility pole , causing a live electric line to fall onto the roadway .	1
aviation systems maintenance is based in kansas and generated net sales of usd 2.6 million for 2008 .	1
 however , the rapidly increasing costs and the strengthening of the euro were challenging for the whole industry , and they impacted on our results . 	0
according shipping company viking line , the eu decision will have a significant financial impact .	1
kone said in court papers that the union action delayed repairs to elevators at the federal courthouse on jan. 21 and the saltonstall state office building on jan. 23 .	0
o leary s material handling services , located in perth , is the leading company in western australia that supplies , installs and provides service for tail lifts .	2
z. bavelloni s long-standing md , dino bavelloni , has retired at the end of 2005 .	1
poyry plc additional information by : heikki malinen , president and ceo , poyry plc tel. 358 10 33 21307 poyry is a global expert in consulting and engineering .	1
finnish food company raisio oyj hel : raivv said today it will buy british snacks and confectionery company big bear group plc for an enterprise value of eur 95.3 million usd 129.9 m .	2
karppinen expects the consolidation trend to continue in the finnish market .	1
finnish forest machinery manufacturer ponsse has agreed with volvo on the start of cooperation in latin america .	2
metso will provide a recovery boiler with a capacity of 6,800 tonnes of dry solids per day and an evaporation plant with six thermal stages and a capacity of 1,600 tonnes per hour .	1
rapala estimates its net sales for 2008 will increase by between 8.0 pct and 12 pct assuming 2007 exchange rates .	2
 the new unit is a major investment in the finnish media scene .	1
 the change will optimize the operational efficiencies of our growing business , said julia prohaska , director of marketing communications for fiskars .	2
austin , texas , sept. 6 -- texas department of transportation awards contract for teleste video compression and distribution equipment .	2
the shares carry a right to dividend and other shareholder rights as from their registration with the finnish trade register .	1
 the investment in matka-vekka has been reasonable for investors in capman funds . 	1
the orange-handled scissors from fiskars are part of the permanent design collection of the museum of modern art in new york , as well as the philadelphia museum of art .	1
the newly created position has been established to strengthen amer sports management in strategic planning and execution .	2
the wireless industry is bracing itself for the iphone , which will launch on june 29 .	1
nordic business report-26 june 2006-metso corporation wins eur50m equipment order in australia - r 1998-2006 m2 communications ltd the finnish engineering and technology group metso corporation said on monday 26 june that it has received a eur50m equipment order in australia .	2
loss after taxes amounted to eur 1.2 mn compared to a loss of 2.6 mn .	2
finnair s total traffic decreased by 8.7 % in terms of revenue passenger kilometres .	0
an appeal concerning the project has been lodged at the czech ministry of the environment .	1
finnish high technology provider vaahto group reports net sales of eur 41.8 mn in the accounting period september 2007 - february 2008 , an increase of 11.2 % from a year earlier .	2
virala oy ab was allocated by the board of directors an amount of eur 1,9 million which is eur 0,25 million lower than maximum announced on 12 30 2010 .	1
the geosolutions team further provides an intriguing new technology combining gps and mobile-based technologies together with internet-based social networking .	1
in the homeware area , fiskars provides leading branded products for home , kitchen , and interior design .	2
global life science industry is strictly regulated by international and national authorities .	1
first industrial will seek leed designation for uponor s new building and a 282,000 square-foot speculative distribution center at first park lakeville .	1
significance : teleste has emphasised that with its large size and growing economy , as well as the rapid development of its tv services distribution industry , poland is viewed as an attractive market .	2
finland s neste oil has been awarded the chemical industry federation of finland s innovation award for its nexbtl technology , which enables biodiesel to be produced from vegetable oil and animal fat .	2
nokia will deliver a wcdma 3g-hspa radio network , including the modular , high capacity nokia flexi wcdma base station to indosat .	1
asian traffic declined by 3.4 per cent .	0
under the agreement geosentric will provide gypsii-powered hotel information and reservation services to visitors to china , including such popular cities as beijing and shanghai .	2
international operations accounted for over 80 % of net sales .	1
it expects revenue between $ 8.4 billion and $ 8.7 billion , compared to analyst estimates of $ 8.67 billion .	1
the company plans to expand into the international market through its subsidiaries and distributors from 2011 onwards .	2
the handset maker did not disclose any financial details .	1
vanhanen said the strike would be extremely damaging as some 1,300 participants and reporters begin to arrive in finland for the one-day eu summit with russian president vladimir putin in lahti , about 100 kilometers 60 miles north of helsinki .	0
loudeye corp. , up $ 2.56 at $ 4.33 nokia corp. , down 10 cents at $ 19.46 nokia agreed to buy the digital music distributor for $ 60 million .	1
outotec is currently delivering a new oil shale processing plant for eesti energia in estonia based on enefit technology , which has been developed jointly by eesti energia and outotec .	1
two of these contracts are for turntable anode vibrocompactors that will be delivered to gansu hualu aluminum co ltd and another unnamed costumer .	1
oriola-kd , headquartered in espoo , finland , is a leading distributor of pharmaceutical and healthcare products with 1,300 employees in the nordic and baltic countries .	1
westend ict plc s new 409,665,891 shares and increase of share capital with eur 2,000,000 based on the resolutions of extraordinary shareholders meeting on 27 december 2010 have today registered in the trade register .	1
this order , when delivered , will bring the total output of electricity in italy generated by wartsila equipment to more than 1,300 mw .	1
 this is super nasty , said eric schultze , chief technology officer at shavlik technologies llc , a st. paul , minn.-based maker of patch management tools .	0
the company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .	1
border guard service has banned the mooring of the company car-shipping ferry on its test travel at the railroad-car terminal of the russian port as the border checkpoint is not yet ready .	0
bosse added that trygvesta does not have the financial strength to acquire the entire unit .	0
so far the company has awarded more than $ 350,000 worth of tools and materials .	1
e s building system service had revenue of eur 355 mln in 2007 .	1
tekla group s net sales for 2005 were approximately 38 million euros .	1
a memorandum of understanding on cooperation between the finnish global chemical company kemira and vietnam national chemicals group vinachem was signed on this occasion .	2
empresa de desarrollo urbano de quito , innovar-uio , ecuador has commissioned poyry to prepare a feasibility study for a new urban rapid mass transit system .	1
aug. 31 , 2009 gawker media delivered by newstex -- if you love fishing video games but felt that there just was n t enough wackiness involved , then activision s nasdaq : atvi rapala : we fish might just catch your eye with its family-fun hook .	1
operating profit improved by 27 % to eur 579.8 mn from eur 457.2 mn in 2006 .	2
the sales of the tiimari segment fell by 4.0 % year-on-year to eur3 .3 m in june 2010 .	0
ahlstrom corporation stock exchange release 13.02.2008 ahlstrom , a global leader in high performance fiber-based materials , today announced the completion of the acquisition of friend group inc. , which consists of west carrollton parchment company and west carrollton converting company .	1
these savings will have full impact as of the beginning of 2007 .	1
when open next year , it will be the largest facility in the world to produce diesel fuel from renewable feedstock such as palm oil and animal fat .	2
this would be a huge process .	1
even so , tulikivi emissions are well below some of the strictest state standards including washington and colorado .	1
the new activity will incur an investment of about 5 meur .	1
the previously concluded adaptation measures , concerning other staff , were adequate for the time being , and the planning operations continue as before at the plant , the company said .	2
it inspects the companys strategic strengths and weaknesses .	1
as a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .	0
the end-to-end delivery combines the competencies and services from tietoenators telecom media , processing network and digital innovations business areas .	1
 we will now , after the relevant authority approvals , make a mandatory bid as required by the finnish securities markets act .	1
circulation revenue has increased by 5 % in finland and 4 % in sweden in 2008 .	2
the omx helsinki 25 index was up 0.92 pct at 2,518.67 and the helsinki cap portfolio index was 0.91 pct higher at 4,711.19 .	2
the executive group will participate in the adjustments with a fixed-term 5 % salary cut .	2
at 1411 cet , arcelormittal had lost 7.26 % to eur 17.38 on euronext paris , coming at the lead of the blue-chip fallers .	0
however , the suspect stole his burgundy nissan altima .	0
the company also estimates the already carried out investments to lead to an increase in its net sales for 2010 from 2009 when they reached eur 141.7 million .	2
return on capital employed roce was a negative 2.3 % compared to 11.3 % in 2007 .	0
sunrise resources operates in russian near-shore development markets through its wholly-owned russian subsidiary and has 80 % of its personnel in russia .	1
the transaction covers a building lot of 46,763 sq m and factory buildings of 19,631 sq m. since the autumn of 2007 , when scanfil discontinued its production operations in oulu , the facilities have been partly leased to other parties .	1
 we have significant experience in smartphone functionality , in the development of mobile internet services , and in uniting the two into a smooth user experience .	2
the three year turn-around program is expected to ensure salomon s future competitiveness , the company said .	2
teliasonera said about $ 100 million will be invested in the next year in the region to bring mobile coverage to about 90 % of nepal s population .	2
thereby , the company will expand its offering to north , central and south america .	2
the sale of the food potato business is part of raisio s plan to streamline and clarify its business operations .	1
it includes the company s new , highly powerful , compact and scalable flexi multiradio 10 base station .	1
these share transactions are part of the company s strategy of relinquishing assets that are not part of its core business .	1
the unit is planned to be operational during the second half of 2007 and in full stream in 2008 .	1
teliasonera has secured deliveries for 4g modems with support for 3g and 2g during the second quarter 2010 .	2
wayne greensmith , fiskars brands uk senior brand manager , said : we have launched this as we want to give something back to the community .	1
according to ceo matti karppinen , frozen foods posted a good result in 2010 , as it did in 2009 .	2
 installation of the automatic varnishing line is an important part of the company s strategy in the region of central and eastern europe , said jozef misurec , the director of ruukki slovakia .	2
the company reported net sales of eur550m in 2005 and had some 3,200 employees .	1
all reproduction for further distribution is prohibited .	1
our solutions are fully arabized , and our message is that we want to become the it partner of choice for businesses in the near-east region .	1
nokia s u.s. shares were 3.3 percent lower at $ 12.73 by 1750 gmt .	0
the stock was hit by the profit warning of finnish rival rautaruukki oyj omx : rtrks .	0
jul. 18 -- police are looking for a man who they say terrorized three males at gunpoint on east maple avenue this afternoon , shooting one of them and kidnapping another .	0
investments span across various product and investment types , including retail , hospitality , office , and residential , with interests in real-estate portfolios , non-performing loans and corporate restructurings .	1
the alliance aims to tap pocketable mobile computers , netbooks , tablets , mediaphones , connected tvs and in-vehicle infotainment systems .	1
the launch of the plant in june went well , and it has been producing the advanced fuel for a couple of weeks .	2
finnish electrical components maker salcomp oyj hel : sal1v announced today the launch of its latest twist charger platform .	1
the mill has long traditions and holds an established position in the markets .	2
last month , outokumpu sold more than 80 percent of its technology unit , outokumpu technology oyj , to further its strategic goal of becoming the world s largest stainless steel maker .	2
 the priority for 2009 was to strengthen the company s balance sheet and increase cash flow , ceo hannu krook said .	2
new delhi , feb. 12 -- korteniemi anneli , helokunnas tuija , peltola marjo , keskinen jukka , salminen jussi , tusa kia and janhonen risto of nokia telecommunications oy , espoo , finland have developed cable adjustment device .	1
finnish construction machinery and equipment rental group cramo oyj said on march 21 , 2007 its swedish sector subsidiary cramo ab will sell its dutch subsidiary cramo nederland b.v. cnl to dutch rental and scaffolding company jaston groep b.v. for an undisclosed sum .	1
samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .	0
the negotiations were carried out in a constructive manner , and all parties tried to find a solution to the situation .	2
the federal secretary for transport and communication of mexico has awarded poyry and its mexican partner sintra a consulting contract in connection with the buenavista-cuautitlan suburban railway .	2
last week , however , nokia announced that it will pursue a long-term relationship with microsoft , and make the windows phone 7 operating system the foundation for nokia mobile phones .	1
yit kausta will build commercial and residential highrises in virsuliskes area .	1
net sales in 2007 totalled eur 329 million and the operating margin was over 19 % .	1
dutch publisher de vijver said today it has agreed to buy a 49 % stake in belgian weekly magazine humo from finnish media company sanoma hel : saa1v .	1
at some point in 2010 , all separate company names , such as palmberg , tekmanni , lemcon , forssan betoni , suonenjoen betonituote , among others , will disappear .	1
raffles equities ltd became a substantial holder in archer exploration ltd on january 12 with 11.7 million shares 18.2 pc .	1
atria will also buy the shares of kauhajoen teurastamokiinteistot oy kauhajoki slaughterhouse property from itikka co-operative .	1
therefore , phase iii of the research will not be conducted by abbott .	1
a spokeswoman for the italian fashion house declined comment on the settlement .	1
it will focus on improving its profitability next year by streamlining operations .	2
nasdaq-listed yahoo inc has introduced a new service that enables malaysians to take their favorite internet content and services with them on their mobile phones .	2
the newspaper s best sales asset is high quality journalism and journalistic content .	1
aspo plc stock exchange announcement may 4 , 2006 at 10:00 a.m. an increase in the share capital of aspo plc totaling eur 1,125.60 was registered today .	2
passenger volumes rose by 8.4 % in the accounting period .	2
 we have the most expensive water brand in finland at the moment . 	1
there have been 15 initial public offerings announced in sweden this year , compared with two during the same period a year earlier , bloomberg data shows .	1
nokia - the world s largest mobile phone manufacturer - and china postel - china s largest mobile phone distributor - have a long-standing partnership that continues to grow stronger over time .	2
the company also said that it will sell approximately 150 hectares of land to the city of valkeakoski by the end of the year a part of its from job to job program .	1
 we see that the market continues to be tight in magazine papers , and our target is to close the deals by the end of the year . 	0
kone s net sales rose by some 14 % year-on-year in the first nine months of 2008 .	2
the total headcount reduction will be 50 persons , the company said .	0
atria group is a leading scandinavian meat products group .	2
affecto has helped skat to set up the platform and has previously delivered several business intelligence projects for skat .	1
bioheapleaching makes extraction of metals from low grade ore economically viable .	1
 p o ferries now has a very efficient and powerful vessel for its dover to calais route , head of the shipbuilder s rauma yard , timo suistio , said .	2
we are very proud to be able to use this kind of innovative mobile service for voting in elections .	2
the ipad application joins the iphone app as part of monster s range of mobile applications for job hunting .	1
the company s strength is its apetit brand .	2
rinkuskiai s beer sales fell by 6.5 per cent to 4.16 million litres , while kauno alus beer sales jumped by 6.9 per cent to 2.48 million litres .	1
in 2009 , kone had annual net sales of eur 4.7 billion and approximately 34,000 employees .	1
the solvency capital ratio of both companies was 2.7 times the solvency limit .	1
the measures result from weak demand in the shipbuilding industry .	0
with the second phase of the new innova building , tecnopolis presence in jyvaskyla will increase to a total of approximately 62,000 floor square meters .	1
according to the act , universities can now acquire private funding .	1
as a result of the transaction , sanoma budapest has acquired a stake in the online store egeszsegbolt .	1
the value of the deal is estimated at between sek25m and sek50m .	1
there are no substitutes to ac drives .	1
the finnish business delegation includes representatives from over 20 companies that include nokia corp , finnfund , outokumpu oyj , oko bank , alteams oy and cargotec corp. .	1
the reduction notice applied to 17 people .	0
according to scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .	0
 adpnews - oct 21 , 2009 - finland-based it consultancy tieto oyj hel : tie1v said today its net profit plunged to eur 29.4 million usd 43.9 m for the first nine months of 2009 from eur 58.7 million for the same period o	0
this one was at one time targeted for june 5 , but if we had to guess , it s been pushed back -- maybe we re crazy , but we feel like it has n t leaked enough to meet that date at this point .	1
glaston s well-known brands are bavelloni , in pre-processing machines and tools , tamglass and uniglass , in safety glass machines and albat wirsam in software solutions .	1
this new deal has strengthened the partnership from telemig celular and tecnomen , which it has started since the beginning of telemig s prepaid operations .	2
since inception in 1999 , access stable management team has remained disciplined and focused on the proactive screening , selection and management of european small to mid-market buy-out funds of funds and mandates .	1
compagnie de financement foncier - is to issue a benchmark , 10 year covered deal in euros .	1
an individual promotion also generated slightly higher-than-expected revenues .	2
when this investment is in place , atria plans to expand into the moscow market .	1
dolce gabbana has asked the european union to declare marimekko corporation s unikko floral pattern trademark invalid , in a continuing dispute between the two companies .	0
the podcast , sees harple provide the low-down on gypsii s platform , which takes someone s location and demographic information to produce a contextual index of the world around them .	1
the relocation of ragot has already started and will be completed in the next few weeks , with the waterqueen and tortue moves planned for mid-2008 and vmc europe during the third quarter of 2008 .	1
it services firm tietoenator was bucking the general trend , holding flat at 22.70 eur , after slipping back from earlier gains .	0
metso is a global supplier of sustainable technology and services for mining , construction , power generation , automation , recycling and the pulp and paper industries .	1
the finnish food concern atria is about to acquire two estonian meat processing companies , woro kommerts and vastse-kuuste lihatoostus , reported the official website url .	1
teliasonera is the leading telecommunications company in the nordic and baltic regions .	2
under the changes envisaged , hk ruokatalo would reduce its number of industrial places of business in finland from eight to six .	1
according to the original merger plan , scanfil would get a 79 % stake in the combined business .	1
we can choose the most efficient , best overall value option for our customers already at the bidding stage .	2
this rating from a.m. best is the highest among the cis countries , central and eastern europe .	1
ruukki announced that it has signed an agreement with aker solutions of norway to supply 24 suction anchors in september 2010 from its kalajoki unit in finland .	2
consolidated pretax profit decreased by 69.2 % to eur 41.0 mn from eur 133.1 mn in 2007 .	0
many of the commercial vessels had got stuck in the narrow bay of bothnia , where the ice is thicker , and around the aaland islands .	0
 tweeple should check who s following them , and be cautious when clicking on urls and tinyurls . 	1
net sales fell by 5 % from the previous accounting period .	0
nokia s share price fell less than one percent to 18.70 euros $ 25.41 in helsinki , while siemens shares fell 1.02 percent to 90.19 euros $ 122.57 in frankfurt .	0
sampo housing loan bank , a unit of finland s sampo bank , has priced its eur1bn usd1 .3 bn bond at 99.889 % , reuters reported .	1
the resignation will be in effect immediately .	1
risto jalo , chief executive of dormus print and also owner of the remainder of the company , will keep his position after the acquisition .	1
outokumpu s steel mill in tornio , in finland , is the suspected source .	0
in the reporting period , eps stood at eur0 .07 versus eur0 .11 .	0
stonesoft is a global provider of proven , next generation solutions that simplify network security management .	1
the recruits who have completed the k-retailer trainee program are qualified to start a career as independent retailers in k-stores .	1
rautaruukki corporation stock exchange release 3 december 2009 at 12 noon ruukki s construction and engineering divisions are to further improve and adjust their operations in finland .	2
in the asia-pacific region , visa wave is available in malaysia , taiwan and south korea and will be expanded to japan and southeast asia this year , jung added .	2
one of the opportunities would be to bring all baltic meat processing to rakvere , like processing was concentrated at the vantaa meat-packing unit in finland , the paper wrote .	1
to ensure low operational cost for radio networks , the bts modules can be configured , software upgraded and diagnosed remotely .	2
according to the company , its operating profit , excluding non-recurring items , in the fourth quarter of 2009 was significantly better than expected , and also better than the figures for the fourth quarter of 2008 .	2
the sale will allow campofrio to focus on its recently announced takeover of groupe smithfield holdings , the european unit of smithfield foods inc. sfd of the u.s.	1
elite residence tower , a new development by tameer , is located at the heart of dubai marina .	1
possible personnel reductions concern approximately 104 people .	0
the manager is critical of politicians failure to differentiate between beleaguered european financial institutions and skandinavian banks , which sailed through the crisis without issues .	1
the sale of the healthcare trade business supports oriola-kd s strategy to focus on pharmaceutical wholesale and retail businesses .	2
this is the second successful effort for the financial investor this year .	2
abn amro capital has agreed to sell its helsinki-based designer homeware producer , iittala oyj , to crosstown consumer products group fiskars corp. , for eur230 million to eur235 million $ 310 million to $ 316 million .	1
the repurchases shall decrease the distributable capital and reserves .	0
pulkovo park will be ready in 2016 , its first stage of 23,000 sq. m. will be finished in the first quarter of 2010 .	1
 adpnews - nov 9 , 2009 - four companies have agreed to buy for a combined sek 5.9 billion usd 854m-eur 571.8 m all drug stores offered for sale as part of the restructuring of swedish stated-owned pharmacy monopoly apoteket ab , t	2
ge is building the facility with wind power developer invenergy wind llc .	1
huhtamaki oyj stock exchange release 16.12.2008 at 09:30 huhtamaki oyj has resolved to clarify the group structure by separating the foodservice and consumer goods businesses in its production unit in hameenlinna , finland by transferring the businesses into its wholly owned subsidiaries .	1
you will hear the latest insights and updates on citycon s strategy as well as the latest news from all the business units .	1
 i h in a move to enhance growth .	2
according to the company s updated strategy for the years 2009-2012 , basware targets a long-term net sales growth in the range of 20 % -40 % with an operating profit margin of 10 % -20 % of net sales .	2
